A	'ə	ə
gaspatxo	g ə s p 'a t ʃ o	g ə s p 'a tʃ o
garatges	g ə ɾ 'a d ʒ ə s	g ə ɾ 'a dʒ ə s
fèlids	f 'ɛ l i t s	f 'ə l i t s
fuig	f 'u t ʃ	f 'u tʃ
frenètic	f ɾ ə n 'ɛ t i k	f ɾ ə n 'ə t i k
frens	f ɾ 'ə n s	f ɾ 'e n s
fots	f 'o t s	f 'ɔ t s
fotre-li	f 'o t ɾ ə l i	f o t ɾ 'ɛ l i
fot	f 'o t	f 'ɔ t
formatges	f o ɾ m 'a d ʒ ə s	f o ɾ m 'a dʒ ə s
foques	f 'o k ə s	f 'ɔ k ə s
florint-se	f l o ɾ 'i n s ə	f l o ɾ 'i n t s ə
fletxes	f l 'e t ʃ ə s	f l 'ə tʃ ə s
fletxa	f l 'e t ʃ ə	f l 'ɛ tʃ ə
fiquessin	f i k 'e s i n	f i k 'ə s i n
fetus	f 'ɛ t u s	f 'ə t u s
fermes	f 'ɛ ɾ m ə s	f 'ə ɾ m ə s
fer-hi	f 'e ɾ i	f 'ɛ ɾ i
fent-se	f 'e n s ə	f 'ɛ n s ə
fent-lo	f 'e n l o	f 'ə n l o
fen	f 'e n	f 'ə n
feixos	f 'e ʃ o s	f 'ɛ ʃ o s
fantasiós	f ə n t ə z i 'o s	f ə n t ə s i 'o s
fantasies	f ə n t ə z 'i ə s	f ə n t ə s 'i ə s
evolucioni	ə v o l u s i 'ɔ n i	ə v o l u s i 'o n i
estudiïn	ə s t u ð 'i i n	ə s t u ð i 'i n
estudiarem	ə s t u ð i ə ɾ 'ə m	ə s t u ð i ə ɾ 'ɛ m
estris	'ɛ s t ɾ i s	'ə s t ɾ i s
estrenjent-me	ə s t ɾ ə ɲ 'e m m ə	ə s t ɾ ə ɲ 'ə n m ə
estratègia	ə s t ɾ ə t 'ə ʒ i ə	ə s t ɾ ə t 'ɛ ʒ i ə
estarem	ə s t ə ɾ 'ə m	ə s t ə ɾ 'ɛ m
essència	ə s 'ɛ n s i ə	ə s 'ə n s i ə
esquitxen	ə s k 'i t ʃ ə n	ə s k 'i tʃ ə n
esprimatxat	ə s p ɾ i m ə t ʃ 'a t	ə s p ɾ i m ə tʃ 'a t
esport	ə s p 'ɔ ɾ t	ə s p 'o ɾ t
esment	ə z m 'e n t	e z m 'e n t
esgrogueint-se	ə z ɣ ɾ o ɣ ə 'i n s ə	ə z ɣ ɾ o ɣ 'ə j n t s ə
escrivint-te	ə s k ɾ i v 'i n t ə	ə s k ɾ i v 'i n t t ə
escombra	ə s k 'o m b ɾ ə	ə s k 'ɔ m b ɾ ə
escolto	ə s k 'o l t o	ə s k 'ɔ l t o
escoltes	ə s k 'o l t ə s	ə s k 'ɔ l t ə s
escoltem	ə s k o l t 'ə m	ə s k o l t 'ɛ m
enutjat	ə n u d ʒ 'a t	ə n u dʒ 'a t
enuig	ə n 'u t ʃ	ə n 'u tʃ
entenem	ə n t ə n 'ə m	ə n t ə n 'ɛ m
ensenji	ə n s 'ɛ ɲ i	ə n s 'ə ɲ i
ensenjem	ə n s ə ɲ 'ə m	ə n s ə ɲ 'ɛ m
ensenjarem	ə n s ə ɲ ə ɾ 'ə m	ə n s ə ɲ ə ɾ 'ɛ m
engranatge	ə ŋ g ɾ ə n 'a d ʒ ə	ə ŋ g ɾ ə n 'a dʒ ə
enginjs	ə n ʒ 'i j n s	ə n ʒ 'i ɲ s
enganjem	ə ŋ g ə ɲ 'ə m	ə ŋ g ə ɲ 'ɛ m
enganxarem	ə ŋ g ə n ʃ ə ɾ 'ə m	ə ŋ g ə n ʃ ə ɾ 'ɛ m
endreço	ə n d ɾ 'e s o	ə n d ɾ 'ə s o
enciclopèdia	ə n s i k l o p 'ɛ ð i ə	ə n s i k l o p 'ə ð i ə
encaminem	ə ŋ k ə m i n 'ə m	ə ŋ k ə m i n 'ɛ m
empentes	ə m p 'ə n t ə s	ə m p 'e n t ə s
empenta	ə m p 'ə n t ə	ə m p 'e n t ə
emborratxant-me	ə m b o r ə t ʃ 'a m m ə	ə m b o r ə tʃ 'a n m ə
emborratxa	ə m b o r 'a t ʃ ə	ə m b o r 'a tʃ ə
eliminem	ə l i m i n 'ə m	ə l i m i n 'ɛ m
dèries	d 'ɛ ɾ i ə s	d 'ə ɾ i ə s
dèficits	d 'ɛ f i s i t s	d 'ə f i s i t s
dutxat	d u t ʃ 'a t	d u tʃ 'a t
duem	d u 'ə m	d u 'ɛ m
donessin	d o n 'e s i n	d o n 'ə s i n
donarem	d o n ə ɾ 'ə m	d o n ə ɾ 'ɛ m
docència	d o s 'ɛ n s i ə	d o s 'ə n s i ə
disposo	d i s p 'o z o	d i s p 'ɔ z o
discrepo	d i s k ɾ 'e p o	d i s k ɾ 'ə p o
discjòqueis	d i s k ʒ 'ɔ k ə j s	d i s k ʒ 'ɔ k ə i s
digueren	d i ɣ 'e ɾ ə n	d i ɣ 'ɛ ɾ ə n
dient-se	d i 'e n s ə	d i 'ɛ n s ə
diem	d i 'ə m	d i 'ɛ m
dibuixant-me	d i β u ʃ 'a m m ə	d i β u ʃ 'a n m ə
destorben	d ə s t 'o ɾ β ə n	d ə s t 'ɔ ɾ β ə n
desordres	d ə z 'o ɾ ð ɾ ə s	d ə z 'ɔ ɾ ð ɾ ə s
desordre	d ə z 'o ɾ ð ɾ ə	d ə z 'ɔ ɾ ð ɾ ə
desitjat	d ə z i d ʒ 'a t	d ə z i dʒ 'a t
desitjaria	d ə z i d ʒ ə ɾ 'i ə	d ə z i dʒ ə ɾ 'i ə
desitgi	d ə z 'i d ʒ i	d ə z 'i dʒ i
desitges	d ə z 'i d ʒ ə s	d ə z 'i dʒ ə s
desitgem	d ə z i d ʒ 'ə m	d ə z i dʒ 'ɛ m
desigs	d ə z 'i t ʃ s	d ə z 'i s
desemboca	d ə z ə m b 'o k ə	d ə z ə m b 'ɔ k ə
descendència	d ə t s ə n d 'ɛ n s i ə	d ə t s ə n d 'ə n s i ə
demanarem	d ə m ə n ə ɾ 'ə m	d ə m ə n ə ɾ 'ɛ m
deixes	d 'e ʃ ə s	d 'ə ʃ ə s
deficiència	d ə f i s i 'ɛ n s i ə	d ə f i s i 'ə n s i ə
cèlebre	s 'ɛ l ə β ɾ ə	s 'ə l ə β ɾ ə
curs	k 'u s	k 'u ɾ s
cromos	k ɾ 'o m o s	k ɾ 'ɔ m o s
creïn	k ɾ 'e i n	k ɾ ə 'i n
cremes	k ɾ 'e m ə s	k ɾ 'ɛ m ə s
cremen	k ɾ 'e m ə n	k ɾ 'ɛ m ə n
crema	k ɾ 'e m ə	k ɾ 'ɛ m ə
creixerem	k ɾ ə ʃ ə ɾ 'ə m	k ɾ ə ʃ ə ɾ 'ɛ m
cosa	k 'ɔ z ə	k 'o z ə
correspondències	k o r ə s p o n d 'ɛ n s i ə s	k o r ə s p o n d 'ə n s i ə s
correm	k o r 'ə m	k o r 'ɛ m
corregirem	k o r ə ʒ i ɾ 'ə m	k o r ə ʒ i ɾ 'ɛ m
copsem	k o t s 'ə m	k o s 'ɛ m
continuessin	k o n t i n u 'e s i n	k o n t i n u 'ə s i n
continuem	k o n t i n u 'ə m	k o n t i n u 'ɛ m
contestem	k o n t ə s t 'ə m	k o n t ə s t 'ɛ m
contenen	k o n t 'e n ə n	k o n t 'ə n ə n
contemplem	k o n t ə m p l 'ə m	k o n t ə m p l 'ɛ m
consta	k 'o n s t ə	k 'ɔ n s t ə
consistència	k o n s i s t 'ɛ n s i ə	k o n s i s t 'ə n s i ə
considero	k o n s i ð 'e ɾ o	k o n s i ð 'ə ɾ o
conques	k 'o ŋ k ə s	k 'ɔ ŋ k ə s
connecta	k o n n 'e t t ə	k o n n 'ɛ t t ə
coneixerem	k o n ə ʃ ə ɾ 'ə m	k o n ə ʃ ə ɾ 'ɛ m
coneixem	k o n ə ʃ 'ə m	k o n ə ʃ 'ɛ m
concretem	k o ŋ k ɾ ə t 'ə m	k o ŋ k ɾ ə t 'ɛ m
concentrem	k o n s ə n t ɾ 'ə m	k o n s ə n t ɾ 'ɛ m
comtats	k o n t 'a t s	k o m 'a t s
comprèn	k o m p ɾ 'ə n	k o m p ɾ 'ɛ n
comprovem	k o m p ɾ o v 'ə m	k o m p ɾ o v 'ɛ m
comprometem	k o m p ɾ o m ə t 'ə m	k o m p ɾ o m ə t 'ɛ m
completi	k o m p l 'ɛ t i	k o m p l 'ə t i
completa-la	k o m p l 'ə t ə l ə	k o m p l ə t 'a l ə
complementem	k o m p l ə m ə n t 'ə m	k o m p l ə m ə n t 'ɛ m
comparèixer	k o m p ə ɾ 'ə ʃ ə	k o m p ə ɾ 'ɛ ʃ ə
comparsero	k o m p ə ɾ s 'e ɾ o	k o m p ə ɾ s 'ɛ ɾ o
comentem	k o m ə n t 'ə m	k o m ə n t 'ɛ m
comencin	k o m 'ɛ n s i n	k o m 'ə n s i n
comenci	k o m 'ɛ n s i	k o m 'ə n s i
comences	k o m 'ɛ n s ə s	k o m 'ə n s ə s
coincidència	k o i n s i ð 'ɛ n s i ə	k o i n s i ð 'ə n s i ə
cofoi	k o f 'ɔ j	k o f 'o i
coco	k 'o k o	k 'ɔ k o
cliquem	k l i k 'ə m	k l i k 'ɛ m
cinèfils	s i n 'ɛ f i l s	s i n 'ə f i l s
cerquem	s ə ɾ k 'ə m	s ə ɾ k 'ɛ m
celebren	s ə l 'e β ɾ ə n	s ə l 'ə β ɾ ə n
cec	s 'e k	s 'ɛ k
carència	k ə ɾ 'ɛ n s i ə	k ə ɾ 'ə n s i ə
cars	k 'a s	k 'a ɾ s
carruatges	k ə r u 'a d ʒ ə s	k ə r u 'a dʒ ə s
carruatge	k ə r u 'a d ʒ ə	k ə r u 'a dʒ ə
carboni	k ə ɾ β 'ɔ n i	k ə ɾ β 'o n i
caputxeta	k ə p u t ʃ 'ə t ə	k ə p u tʃ 'ə t ə
capritxós	k ə p ɾ i t ʃ 'o s	k ə p ɾ i tʃ 'o s
capbussar	k ə b b u s 'a	k ə p b b u s 'a
brots	b ɾ 'o t s	b ɾ 'ɔ t s
bot	b 'o t	b 'ɔ t
borden	b 'o ɾ ð ə n	b 'ɔ ɾ ð ə n
bolquen	b 'o l k ə n	b 'ɔ l k ə n
boirina	b o j ɾ 'i n ə	b o i ɾ 'i n ə
bes	b 'e s	b 'ə s
benèvol	b ə n 'ɛ v o l	b ə n 'ə v o l
barbs	b 'a ɾ t s	b 'a ɾ s
baixem	b ə ʃ 'ə m	b ə ʃ 'ɛ m
baixarem	b ə ʃ ə ɾ 'ə m	b ə ʃ ə ɾ 'ɛ m
avaluarem	ə v ə l u ə ɾ 'ə m	ə v ə l u ə ɾ 'ɛ m
atxes	'a t ʃ ə s	'a tʃ ə s
aturem	ə t u ɾ 'ə m	ə t u ɾ 'ɛ m
atribuir-ho	ə t ɾ i β u 'i ɾ o	ə t ɾ i β 'u j ɾ o
aterratge	ə t ə r 'a d ʒ ə	ə t ə r 'a dʒ ə
atendrem	ə t ə n d ɾ 'ə m	ə t ə n d ɾ 'ɛ m
assaigs	ə s 'a t ʃ s	ə s 'a tʃ s
asimètrica	ə s i m 'ɛ t ɾ i k ə	ə z i m 'ə t ɾ i k ə
arribessin	ə r i β 'e s i n	ə r i β 'ə s i n
arribem	ə r i β 'ə m	ə r i β 'ɛ m
arregla	ə r 'e g g l ə	ə r 'ɛ g g l ə
aritmètiques	ə ɾ i m m 'ɛ t i k ə s	ə ɾ i m m 'ə t i k ə s
aritmètica	ə ɾ i m m 'ɛ t i k ə	ə ɾ i m m 'ə t i k ə
aritmètic	ə ɾ i m m 'ɛ t i k	ə ɾ i m m 'ə t i k
arcs	'a ɾ t s	'a ɾ s s
aproven	ə p ɾ 'o v ə n	ə p ɾ 'ɔ v ə n
aprenentatge	ə p ɾ ə n ə n t 'a d ʒ ə	ə p ɾ ə n ə n t 'a dʒ ə
aportessin	ə p o ɾ t 'e s i n	ə p o ɾ t 'ə s i n
apliquem	ə p l i k 'ə m	ə p l i k 'ɛ m
aparegueren	ə p ə ɾ ə ɣ 'e ɾ ə n	ə p ə ɾ ə ɣ 'ɛ ɾ ə n
anomenem	ə n o m ə n 'ə m	ə n o m ə n 'ɛ m
angèlica	ə n ʒ 'ɛ l i k ə	ə n ʒ 'ə l i k ə
anessin	ə n 'e s i n	ə n 'ə s i n
alts	'a l s	'a l t s
alteren	ə l t 'e ɾ ə n	ə l t 'ɛ ɾ ə n
alertes	ə l 'ɛ ɾ t ə s	ə l 'ə ɾ t ə s
alegre	ə l 'e ɣ ɾ ə	ə l 'ə ɣ ɾ ə
ajudarem	ə ʒ u ð ə ɾ 'ə m	ə ʒ u ð ə ɾ 'ɛ m
aixeco	ə ʃ 'e k o	ə ʃ 'ɛ k o
aixeca	ə ʃ 'e k ə	ə ʃ 'ɛ k ə
agència	ə ʒ 'ɛ n s i ə	ə ʒ 'ə n s i ə
agafessin	ə ɣ ə f 'e s i n	ə ɣ ə f 'ə s i n
agafarem	ə ɣ ə f ə ɾ 'ə m	ə ɣ ə f ə ɾ 'ɛ m
afecten	ə f 'ɛ t t ə n	ə f 'ə t t ə n
afecte	ə f 'ɛ t t ə	ə f 'ə t t ə
adscrit	ə s k ɾ 'i t	ə t s k ɾ 'i t
adornen	ə ð 'o ɾ n ə n	ə ð 'ɔ ɾ n ə n
adjuntar	ə d ʒ u n t 'a	ə dʒ u n t 'a
adjudica	ə d ʒ u ð 'i k ə	ə dʒ u ð 'i k ə
adjacent	ə d ʒ ə s 'e n t	ə dʒ ə s 'e n t
adequa	ə ð 'e k w ə	ə ð 'ɛ k w ə
actualitzem	ə t t u ə l i d z 'ə m	ə t t u ə l i d z 'ɛ m
acceptarem	ə t s ə t t ə ɾ 'ə m	ə t s ə t t ə ɾ 'ɛ m
aboquem	ə β o k 'ə m	ə β o k 'ɛ m
a	'ə	ə
Zürich	z u ɾ 'i k	g w ɾ 'i k
Xènia	ʃ 'ɛ n i ə	ʃ 'ə n i ə
Xop	ʃ 'o p	ʃ 'ɔ p
Weissmann	b ə j s m 'a n n	b ə i s m 'a n n
Webs	b 'e t s	b 'ə t s
Vicent	v i s 'ɛ n t	v i s 'e n t
Viatjava	v i ə d ʒ 'a v ə	v i ə dʒ 'a v ə
Viatges	v i 'a d ʒ ə s	v i 'a dʒ ə s
Ve	v 'e	v 'ə
Urgències	u ɾ ʒ 'ɛ n s i ə s	u ɾ ʒ 'ə n s i ə s
Unesco	u n 'e s k o	u n 'ə s k o
Txetxènia	t ʃ ə t ʃ 'ɛ n i ə	tʃ ə tʃ 'ə n i ə
Triarem	t ɾ i ə ɾ 'ə m	t ɾ i ə ɾ 'ɛ m
Trepitjant	t ɾ ə p i d ʒ 'a n t	t ɾ ə p i dʒ 'a n t
Transports	t ɾ ə n s p 'ɔ ɾ s	t ɾ ə n s p 'o ɾ t s
Transport	t ɾ ə n s p 'ɔ ɾ t	t ɾ ə n s p 'o ɾ t
Tort	t 'ɔ ɾ t	t 'o ɾ t
Torno	t 'o ɾ n o	t 'ɔ ɾ n o
Ton	t 'o n	t o n
Tema	t 'e m ə	t 'ɛ m ə
Te	t 'ə	t ə
Taipei	t ə j p 'ə j	t ə i p 'ə j
Sortirem	s o ɾ t i ɾ 'ə m	s o ɾ t i ɾ 'ɛ m
Sobre	s 'o β ɾ ə	s 'ɔ β ɾ ə
Sistemes	s i s t 'e m ə s	s i s t 'ɛ m ə s
Sistema	s i s t 'e m ə	s i s t 'ɛ m ə
Serem	s ə ɾ 'ə m	s ə ɾ 'ɛ m
Saps	s 'a t s	s 'a p s
Reconèixer	r ə k o n 'ə ʃ ə	r ə k o n 'ɛ ʃ ə
Quedo	k 'e ð o	k 'ə ð o
Posem	p o z 'ə m	p o z 'ɛ m
Portem	p o ɾ t 'ə m	p o ɾ t 'ɛ m
Ponència	p o n 'ɛ n s i ə	p o n 'ə n s i ə
Pingu	p 'i ŋ g u	p 'i ŋ g
Penèlope	p ə n 'ɛ l o p ə	p ə n 'ə l o p ə
Peix	p 'e ʃ	p 'ɛ ʃ
Parts	p 'a ɾ s	p 'a ɾ t s
Ordre	'o ɾ ð ɾ ə	'ɔ ɾ ð ɾ ə
Omple	'o m p l ə	'ɔ m p l ə
Nois	n 'ɔ j s	n 'o i s
Neix	n 'e ʃ	n 'ɛ ʃ
Mostrarem	m o s t ɾ ə ɾ 'ə m	m o s t ɾ ə ɾ 'ɛ m
Mossos	m 'o s o s	m 'ɔ s o s
Montsià	m o n s i 'a	m o n t s i 'a
Montsenj	m o n s 'ə ɲ	m o n t s 'ə ɲ
Molta	m 'o l t ə	m 'ɔ l t ə
Mitjà	m i d ʒ 'a	m i dʒ 'a
Missatger	m i s ə d ʒ 'e	m i s ə dʒ 'e
Menja	m 'e n ʒ ə	m 'ə n ʒ ə
Martens	m ə ɾ t 'ə n s	m ə ɾ t 'e n s
Malone	m ə l 'o n ə	m ə l 'ɔ n ə
Lo	l 'o	l o
Llicència	ʎ i s 'ɛ n s i ə	ʎ i s 'ə n s i ə
Llevo	ʎ 'e v o	ʎ 'ə v o
Jutja	ʒ 'u d ʒ ə	ʒ 'u dʒ ə
Jofre	ʒ 'o f ɾ ə	ʒ 'ɔ f ɾ ə
Jerusalem	ʒ ə ɾ u z ə l 'ə m	ʒ ə ɾ u z ə l 'ɛ m
Jeroni	ʒ ə ɾ 'ɔ n i	ʒ ə ɾ 'o n i
Intentarem	i n t ə n t ə ɾ 'ə m	i n t ə n t ə ɾ 'ɛ m
Ignoro	i n n 'o ɾ o	i n n 'ɔ ɾ o
Ibèrica	i β 'ɛ ɾ i k ə	i β 'ə ɾ i k ə
Hug	'u k	ə k
Haig	'a t ʃ	'a tʃ
Habitatge	ə β i t 'a d ʒ ə	ə β i t 'a dʒ ə
Günther	g w n t 'e	g w n tʃ 'e
Fent-ho	f 'e n t o	f 'ɛ n t o
Esports	ə s p 'ɔ ɾ s	ə s p 'o ɾ t s
Entren	'e n t ɾ ə n	'ə n t ɾ ə n
Encoratjo	ə ŋ k o ɾ 'a d ʒ o	ə ŋ k o ɾ 'a dʒ o
Elisenda	ə l i z 'e n d ə	ə l i z 'ə n d ə
Eindhoven	ə j n d 'o v ə n	ə i n d 'ɔ v ə n
Efecte	ə f 'ɛ t t ə	ə f 'ə t t ə
Ebre	'e β ɾ ə	'ə β ɾ ə
Ebre	'e β ɾ ə	'ə β ɾ ə
EAJA	e 'a ʒ ə	ə 'a ʒ ə
Donarem	d o n ə ɾ 'ə m	d o n ə ɾ 'ɛ m
Disposem	d i s p o z 'ə m	d i s p o z 'ɛ m
Detroit	d ə t ɾ 'ɔ j t	d ə t ɾ 'o i t
Desitjo	d ə z 'i d ʒ o	d ə z 'i dʒ o
Desitjava	d ə z i d ʒ 'a v ə	d ə z i dʒ 'a v ə
Dedicarem	d ə ð i k ə ɾ 'ə m	d ə ð i k ə ɾ 'ɛ m
Darrere	d ə r 'e ɾ ə	d ə r 'ə ɾ ə
Copia-la	k o p 'i ə l ə	k o p i 'a l ə
Copa	k 'o p ə	k 'ɔ p ə
Conèixer	k o n 'ə ʃ ə	k o n 'ɛ ʃ ə
Contem	k o n t 'ə m	k o n t 'ɛ m
Consta	k 'o n s t ə	k 'ɔ n s t ə
Connecta	k o n n 'e t t ə	k o n n 'ɛ t t ə
Comparseros	k o m p ə ɾ s 'e ɾ o s	k o m p ə ɾ s 'ɛ ɾ o s
Comences	k o m 'ɛ n s ə s	k o m 'ə n s ə s
Ciència	s i 'ɛ n s i ə	s i 'ə n s i ə
Chirac	t ʃ i ɾ 'a k	s i ɾ 'a k
Carreras	k ə r 'e ɾ ə s	k ə r 'ɛ ɾ ə s
Carnero	k ə ɾ n 'e ɾ o	k ə ɾ n 'ə ɾ o
Caputxeta	k ə p u t ʃ 'ə t ə	k ə p u tʃ 'ə t ə
Cambotja	k ə m b 'ɔ d ʒ ə	k ə m b 'ɔ dʒ ə
Bodes	b 'o ð ə s	b 'ɔ ð ə s
Bangkok	b ə ŋ k k 'o k	b ə ŋ g k 'o k
Aèria	ə 'ɛ ɾ i ə	ə 'ə ɾ i ə
Arts	'a ɾ s	'a ɾ t s
Anirem	ə n i ɾ 'ə m	ə n i ɾ 'ɛ m
Aixeca	ə ʃ 'e k ə	ə ʃ 'ɛ k ə
Agustí	ə ɣ u s t 'i	ə ɣ s t 'i
Agenda	ə ʒ 'e n d ə	ə ʒ 'ə n d ə
el	'ə l	ə l
amb	'ə m	ə m b
oi	'ɔ j	'o i
o	'ɔ	'o
es	'ə s	ə s
el	'ə l	ə l
a	'ə	ə
Viatjarà	v i ə d ʒ ə ɾ 'a	v i ə dʒ ə ɾ 'a
Totes	t 'o t ə s	t 'ɔ t ə s
Tindrem	t i n d ɾ 'ə m	t i n d ɾ 'ɛ m
Si	s 'i	s i
Li	l 'i	l i
I	'i	i
Ho	'o	o
He	'e	'ɛ
Et	'ə t	ə t
Estarem	ə s t ə ɾ 'ə m	ə s t ə ɾ 'ɛ m
que	k 'ə	k ə
hi	'i	i
com	k 'ɔ m	k 'o m
Si	s 'i	s i
Queda	k 'e ð ə	k 'ə ð ə
I	'i	i
He	'e	'ɛ
Com	k 'ɔ m	k 'o m
Amb	'ə m	ə m b
xilens	ʃ i l 'ə n s	ʃ i l 'e n s
visionem	v i z i o n 'ə m	v i z i o n 'ɛ m
viatger	v i ə d ʒ 'e	v i ə dʒ 'e
urgències	u ɾ ʒ 'ɛ n s i ə s	u ɾ ʒ 'ə n s i ə s
txetxena	t ʃ ə t ʃ 'ə n ə	tʃ ə tʃ 'ə n ə
txeca	t ʃ 'ɛ k ə	tʃ 'ɛ k ə
tropes	t ɾ 'o p ə s	t ɾ 'ɔ p ə s
trigonomètriques	t ɾ i ɣ o n o m 'ɛ t ɾ i k ə s	t ɾ i ɣ o n o m 'ə t ɾ i k ə s
trigonomètriques	t ɾ i ɣ o n o m 'ɛ t ɾ i k ə s	t ɾ i ɣ o n o m 'ə t ɾ i k ə s
treva	t ɾ 'e v ə	t ɾ 'ə v ə
trepitjant	t ɾ ə p i d ʒ 'a n t	t ɾ ə p i dʒ 'a n t
tornem	t o ɾ n 'ə m	t o ɾ n 'ɛ m
torben	t 'o ɾ β ə n	t 'ɔ ɾ β ə n
temple	t 'e m p l ə	t 'ɛ m p l ə
tatxa	t 'a t ʃ ə	t 'a tʃ ə
tanquessin	t ə ŋ k 'e s i n	t ə ŋ k 'ə s i n
sjs	s 'i s	s s
suspens	s u s p 'ə n s	s u s p 'e n s
surrealisme	s u r e ə l 'i z m ə	s u ɾ r e ə l 'i z m ə
sortints	s o ɾ t 'i n s	s o ɾ t 'i n t s
sopem	s o p 'ə m	s o p 'ɛ m
sexi	s 'ɛ t s i	s 'ə t s i
senglars	s ə ŋ g l 'a s	s ə ŋ g l 'a ɾ s
segles	s 'e g g l ə s	s 'ə ɣ l ə s
sapiguem	s ə p i ɣ 'ə m	s ə p i ɣ 'ɛ m
rossa	r 'o s ə	r 'ɔ s ə
ressort	r ə s 'ɔ ɾ t	r ə s 'o ɾ t
rentessin	r ə n t 'e s i n	r ə n t 'ə s i n
removent-se	r ə m o v 'e n s ə	r ə m o v 'ɛ n s ə
reciclatge	r ə s i k l 'a d ʒ ə	r ə s i k l 'a dʒ ə
recepta	r ə s 'ɛ t t ə	r ə s 'ə t t ə
rebutja	r ə β 'u d ʒ ə	r ə β 'u dʒ ə
qüestionen	k w ə s t i 'o n ə n	k w ə s t i 'ɔ n ə n
puig	p 'u t ʃ	p 'u tʃ
prènsil	p ɾ 'ɛ n s i l	p ɾ 'ə n s i l
provoquen	p ɾ o v 'o k ə n	p ɾ o v 'ɔ k ə n
promocioni	p ɾ o m o s i 'ɔ n i	p ɾ o m o s i 'o n i
promig	p ɾ o m 'i t ʃ	p ɾ o m 'i k
promig	p ɾ o m 'i t ʃ	p ɾ o m 'i k
progressos	p ɾ o ɣ ɾ 'e s o s	p ɾ o ɣ ɾ 'ə s o s
procurem	p ɾ o k u ɾ 'ə m	p ɾ o k u ɾ 'ɛ m
procedència	p ɾ o s ə ð 'ɛ n s i ə	p ɾ o s ə ð 'ə n s i ə
pretenen	p ɾ ə t 'e n ə n	p ɾ ə t 'ə n ə n
presentessin	p ɾ ə z ə n t 'e s i n	p ɾ ə z ə n t 'ə s i n
preceptes	p ɾ ə s 'ɛ t t ə s	p ɾ ə s 'ə t t ə s
portessin	p o ɾ t 'e s i n	p o ɾ t 'ə s i n
polèmiques	p o l 'ɛ m i k ə s	p o l 'ə m i k ə s
polze	p 'o l z ə	p 'ɔ l z ə
podriem	p o ð ɾ i 'ə m	p o ð ɾ i 'ɛ m
pitjor	p i d ʒ 'o	p i dʒ 'o
pertinences	p ə ɾ t i n 'ɛ n s ə s	p ə ɾ t i n 'ə n s ə s
perifèries	p ə ɾ i f 'ɛ ɾ i ə s	p ə ɾ i f 'ə ɾ i ə s
perfecte	p ə ɾ f 'ɛ t t ə	p ə ɾ f 'ə t t ə
percentatges	p ə ɾ s ə n t 'a d ʒ ə s	p ə ɾ s ə n t 'a dʒ ə s
penitència	p ə n i t 'ɛ n s i ə	p ə n i t 'ə n s i ə
peatge	p e 'a d ʒ ə	p e 'a dʒ ə
passarem	p ə s ə ɾ 'ə m	p ə s ə ɾ 'ɛ m
pasarem	p ə z ə ɾ 'ə m	p ə z ə ɾ 'ɛ m
omplen	'o m p l ə n	'ɔ m p l ə n
numero	n u m 'e ɾ o	n u m 'ɛ ɾ o
naixem	n ə ʃ 'ə m	n ə ʃ 'ɛ m
mèdics	m 'ɛ ð i t s	m 'ə ð i t s
murs	m 'u s	m 'u ɾ s
movent-se	m o v 'e n s ə	m o v 'ɛ n s ə
motos	m 'o t o s	m 'ɔ t o s
molèstia	m o l 'ɛ s t i ə	m o l 'ə s t i ə
mitjancer	m i d ʒ ə n s 'e	m i dʒ ə n s 'e
mitges	m 'i d ʒ ə s	m 'i dʒ ə s
mars	m 'a s	m 'a ɾ s
marimatxo	m ə ɾ i m 'a t ʃ o	m ə ɾ i m 'a tʃ o
maleint-me	m ə l ə 'i m m ə	m ə l 'ə j n m ə
magnètica	m ə n n 'ɛ t i k ə	m ə n n 'ə t i k ə
lletja	ʎ 'e d ʒ ə	ʎ 'ə dʒ ə
llestos	ʎ 'e s t o s	ʎ 'ə s t o s
llebre	ʎ 'e β ɾ ə	ʎ 'ə β ɾ ə
lideratge	l i ð ə ɾ 'a d ʒ ə	l i ð ə ɾ 'a dʒ ə
kosovars	k o z o v 'a s	k o z o v 'a ɾ s
jazz	ʒ 'a s	ʒ 'a z
interpreto	i n t ə ɾ p ɾ 'e t o	i n t ə p ɾ 'ə t o
intermèdies	i n t ə ɾ m 'ɛ ð i ə s	i n t ə ɾ m 'ə ð i ə s
intempèrie	i n t ə m p 'ɛ ɾ i ə	i n t ə m p 'ə ɾ i ə
insolència	i n s o l 'ɛ n s i ə	i n s o l 'ə n s i ə
innocència	i n n o s 'ɛ n s i ə	i n n o s 'ə n s i ə
ingressos	i ŋ g ɾ 'e s o s	i ŋ g ɾ 'ə s o s
incongruència	i ŋ k o ŋ g ɾ u 'ɛ n s i ə	i ŋ k o ŋ g ɾ u 'ə n s i ə
incoherència	i ŋ k o ə ɾ 'ɛ n s i ə	i ŋ k o ə ɾ 'ə n s i ə
incloent-hi	i ŋ k l o 'e n t i	i ŋ k l o 'ɛ n t i
imatges	i m 'a d ʒ ə s	i m 'a dʒ ə s
ignoro	i n n 'o ɾ o	i n n 'ɔ ɾ o
homenatge	o m ə n 'a d ʒ ə	o m ə n 'a dʒ ə
hipotètica	i p o t 'ɛ t i k ə	i p o t 'ə t i k ə
heroi	ə ɾ 'ɔ j	ə ɾ 'o i
helvètic	ə l v 'ɛ t i k	ə l v 'ə t i k
