A	'ə	 ə 
buldòzer	b u l d 'ɔ z ə	 b u l d 'ɔ z e  
buidor	b u j ð 'o	 b u i ð 'o 
borden	b 'o ɾ ð ə n	 b 'ɔ ɾ ð ə n 
bombones	b o m b 'o n ə s	 b o m b 'ɔ n ə s 
bolxevic	b o l ʃ ə v 'i k	 b 'ɔ l ʃ ə v 'i k 
bolquen	b 'o l k ə n	 b 'ɔ l k ə n 
boirum	b o j ɾ 'u m	 b 'ɔ j ɾ 'u m 
boirina	b o j ɾ 'i n ə	 b o i ɾ 'i n ə 
bodegues	b o ð 'ə ɣ ə s	 b o ð 'ɛ ɣ ə s 
beuen	b 'ə w ə n	 b 'ɛ w ə n 
besalú	b ə z ə l 'u	 b ə z 'a l 'u 
bes	b 'e s	 b 'ə s 
berzeliïta	b ə ɾ z ə l i 'i t ə	 b ə ɾ z ə l 'i 'i t ə 
beneficiosa	b ə n ə f i s i 'o z ə	 b ə n ə f i s i 'ɔ s ə 
beatífic	b e ə t 'i f i k	 b ə ə t 'i f i k 
beata	b e 'a t ə	 b ə 'a t ə 
basés	b ə z 'e s	 b ə s 'e s 
bastiment	b ə s t i m 'e n t	 b 'a s t i m 'ə n t 
basament	b ə z ə m 'e n t	 b 'a z ə m 'ə n t 
barranquisme	b ə r ə ŋ k 'i z m ə	 b ə r 'a ŋ k 'i z m ə 
banyera	b ə ɲ 'e ɾ ə	 b ə ɲ 'ɛ ɾ ə 
banderes	b ə n d 'e ɾ ə s	 b ə n d 'ɛ ɾ ə s 
balder	b ə l d 'e	 b ə l d 'ə 
atribuir-ho	ə t ɾ i β u 'i ɾ o	 ə t ɾ i β 'u j ɾ 'ɔ 
atent	ə t 'e n t	 ə t 'ə n t 
atansant-se	ə t ə n s 'a n s ə	 ə t ə n s 'a n t s ə 
assistents	ə s i s t 'e n s	 ə s i s t 'ɛ n s 
assistent	ə s i s t 'e n t	 ə s i s t 'ɛ n t 
assaigs	ə s 'a t ʃ s	 ə s 'a 'i ə s 
assaborint-ne	ə s ə β o ɾ 'i n n ə	 ə s ə β o ɾ 'i n n n ə 
aspirants	ə s p i ɾ 'a n s	 ə s p i ɾ 'a n t s 
asimètrica	ə s i m 'ɛ t ɾ i k ə	 ə z i m 'ɛ t ɾ i k ə 
arrossegant-se	ə r o s ə ɣ 'a n s ə	 ə r o s ə ɣ 'a n t s ə 
arribessin	ə r i β 'e s i n	 ə r i β 'ə s i n 
arreglava	ə r ə g g l 'a v ə	 ə r ə ɣ l 'a v ə 
arreglar-hi	ə r ə g g l 'a ɾ i	 ə r ə ɣ l 'a ɾ i 
arreglar	ə r ə g g l 'a	 ə r ə ɣ l 'a 
arregla	ə r 'e g g l ə	 ə r 'ə g g l ə 
arrabassar	ə r ə β ə s 'a	 ə r 'a β ə s 'a 
arcs	'a ɾ t s	 'a ɾ s i 
aproven	ə p ɾ 'o v ə n	 ə p ɾ 'ɔ v ə n 
apropant-se	ə p ɾ o p 'a n s ə	 ə p ɾ o p 'a n t s ə 
aprofitant-se	ə p ɾ o f i t 'a n s ə	 ə p ɾ o f i t 'a n t s ə 
aprofitament	ə p ɾ o f i t ə m 'e n t	 ə p ɾ o f 'i t ə m 'ə n t 
aportessin	ə p o ɾ t 'e s i n	 ə p o ɾ t 'ə s i n 
apartant-lo	ə p ə ɾ t 'a n l o	 ə p ə ɾ t 'a n d l o 
apartament	ə p ə ɾ t ə m 'e n t	 ə p 'a ɾ t ə m 'ə n t 
aparent	ə p ə ɾ 'e n t	 ə p ə ɾ 'ə n t 
aparegueren	ə p ə ɾ ə ɣ 'e ɾ ə n	 ə p ə ɾ ə ɣ 'ɛ ɾ ə n 
anhelant-la	ə n ə l 'a n l ə	 ə n ə l 'a n d l ə 
angoixa	ə ŋ g 'o ʃ ə	 ə ŋ g 'ɔ ʃ ə 
anessin	ə n 'e s i n	 ə n 'ə s i n 
amagant-li	ə m ə ɣ 'a n l i	 ə m ə ɣ 'a n i l i 
alts	'a l s	 'a l t s 
alteren	ə l t 'e ɾ ə n	 ə l t 'ɛ ɾ ə n 
alinear	ə l i n e 'a	 ə l i n 'ə 'a 
alegre	ə l 'e ɣ ɾ ə	 ə l 'ə ɣ ɾ ə 
ajudés	ə ʒ u ð 'e s	 ə ʒ 'u ð 'e s 
ajudant-la	ə ʒ u ð 'a n l ə	 ə ʒ u ð 'a n d l ə 
aixeco	ə ʃ 'e k o	 ə ʃ 'ɛ k o 
aixeca	ə ʃ 'e k ə	 ə ʃ 'ɛ k ə 
agafessin	ə ɣ ə f 'e s i n	 ə ɣ ə f 'ə s i n 
afruitat	ə f ɾ u j t 'a t	 ə f ɾ u i t 'a t 
adults	ə ð 'u l s	 ə ð 'u l t s 
adscrit	ə s k ɾ 'i t	 ə t s k ɾ 'i t 
adornen	ə ð 'o ɾ n ə n	 ə ð 'ɔ ɾ n ə n 
adjacent	ə d ʒ ə s 'e n t	 ə d ʒ ə s 'ə n t 
adient	ə ð i 'e n t	 ə ð i 'ə n t 
adequa	ə ð 'e k w ə	 ə ð 'ɛ k w ə 
acostant-se	ə k o s t 'a n s ə	 ə k o s t 'a n t s ə 
acomodament	ə k o m o ð ə m 'e n t	 ə k o m 'ɔ ð ə m 'ə n t 
acomiadaríem	ə k o m i ə ð ə ɾ 'i ə m	 ə k o m 'i ə ð ə ɾ 'i ə m 
acomiadament	ə k o m i ə ð ə m 'e n t	 ə k o m i 'a ð ə m 'ə n t 
aclariment	ə k l ə ɾ i m 'e n t	 ə k l 'a ɾ i m 'ə n t 
acceptant-la	ə t s ə t t 'a n l ə	 ə t s ə t t 'a n d l ə 
acarona	ə k ə ɾ 'o n ə	 ə k ə ɾ 'ɔ n ə 
acabessim	ə k ə β ə s 'i m	 ə k 'a β ə s 'i m 
absent	ə t s 'e n t	 ə t s 'ɛ n t 
abraona	ə β ɾ ə 'o n ə	 ə β ɾ ə 'ɔ n ə 
abandonament	ə β ə n d o n ə m 'e n t	 ə β ə n d 'ɔ n ə m 'ə n t 
a	'ə	 ə 
Zürich	z u ɾ 'i k	 ə w ɾ 'i k ə 
Zones	z 'o n ə s	 z 'ɔ n ə s 
Weissmann	b ə j s m 'a n n	 b 'ə j s m 'a n n 
Webs	b 'e t s	 s 'ə t s 
Vivers	v i v 'e s	 v i v 'ɛ ɾ s 
Vicent	v i s 'ɛ n t	 v i s 'ə n t 
Venus	v 'ɛ n u s	 v 'ə n u s 
Ve	v 'e	 v 'ə 
Vailets	v ə j l 'ə t s	 v ə i l 'ə t s 
Vaduz	v ə ð 'u z	 v ə ð 'u 
Unesco	u n 'e s k o	 u n 'ə s k o 
Ulldemol	u ʎ d ə m 'ɔ l	 u ʎ ð ə m 'o l 
Transports	t ɾ ə n s p 'ɔ ɾ s	 t ɾ ə n s p 'o ɾ t s 
Transport	t ɾ ə n s p 'ɔ ɾ t	 t ɾ ə n s p 'o ɾ t 
Tort	t 'ɔ ɾ t	 t 'o ɾ t 
Torno	t 'o ɾ n o	 t 'ɔ ɾ n o 
Ter	t 'e	 t 'ə 
Tema	t 'e m ə	 t 'ə m ə 
Te	t 'ə	 t ə 
Tants	t 'a n s	 t 'a n t s 
Taipei	t ə j p 'ə j	 t ə i p 'ə j 
Tailàndia	t ə j l 'a n d i ə	 t ə i l 'a n d i ə 
Suècia	s u 'ə s i ə	 s u 'ɛ s i ə 
Sobre	s 'o β ɾ ə	 s 'ɔ β ɾ ə 
Sistemes	s i s t 'e m ə s	 s i s t 'ə m ə s 
Sistema	s i s t 'e m ə	 s i s t 'ə m ə 
Senyores	s ə ɲ 'o ɾ ə s	 s ə ɲ 'ɔ ɾ ə s 
Saps	s 'a t s	 s 'a p s 
Samland	s ə m l 'a n t	 s ə m l 'a n d 
Robots	r o β 'ɔ t s	 r o β 'o t s 
Robots	r o β 'ɔ t s	 r o β 'o t s 
Riera	r i 'e ɾ ə	 r i 'ɛ ɾ ə 
Rient	r i 'e n t	 r i 'ə n t 
Renaixement	r ə n ə ʃ ə m 'e n t	 r ə n 'a ʃ ə m 'ɛ n t 
Reintegrament	r ə i n t ə ɣ ɾ ə m 'e n t	 r ə i n t 'ə ɣ ɾ ə m 'ə n t 
Reemissió	r e ə m i s i 'o	 r ə 'ɛ m i s i 'o 
Realisme	r e ə l 'i z m ə	 r ə ə l 'i z m ə 
Raonament	r ə o n ə m 'e n t	 r ə 'ɔ n ə m 'ə n t 
Rabassers	r ə β ə s 'e s	 r ə β ə s 'ə s 
Quer	k 'e	 k 'ə 
Quedo	k 'e ð o	 k 'ə ð o 
Primera	p ɾ i m 'e ɾ ə	 p ɾ i m 'ɛ ɾ ə 
President	p ɾ ə z i ð 'e n t	 p ɾ ə z i ð 'ɛ n t 
Present	p ɾ ə z 'e n t	 p ɾ ə z 'ə n t 
Potent	p o t 'e n t	 p o t 'ɛ n t 
Porcelanosa	p o ɾ s ə l ə n 'o z ə	 p o ɾ s ə l ə n 'ɔ z ə 
Planejament	p l ə n ə ʒ ə m 'e n t	 p l ə n d ʒ ə m 'ə n t 
Pingu	p 'i ŋ g u	 p 'i ŋ g w 
Persona	p ə ɾ s 'o n ə	 p ə ɾ s 'ɔ n ə 
Permanyer	p ə ɾ m ə ɲ 'e	 p ə ɾ m ə ɲ 'ə 
Perdona	p ə ɾ ð 'o n ə	 p ə ɾ ð 'ɔ n ə 
Peix	p 'e ʃ	 p 'ə ʃ 
Parts	p 'a ɾ s	 p 'a ɾ t s 
Pakistan	p ə k i s t 'a n	 p ə z i s t 'a n 
Pablo	p 'a β l o	 p 'a b b l o 
Ordre	'o ɾ ð ɾ ə	 'ɔ ɾ ð ɾ ə 
Omple	'o m p l ə	 'ɔ m p l ə 
Nois	n 'ɔ j s	 n 'o i s 
Noguera	n o ɣ 'e ɾ ə	 n o ɣ 'ɛ ɾ ə 
Neix	n 'e ʃ	 n 'ə ʃ 
Naixement	n ə ʃ ə m 'e n t	 n 'a ʃ ə m 'ɛ n t 
Munich	m u n 'i k	 m u n 'i k ə 
Mossos	m 'o s o s	 m 'ɔ s o s 
Mossegant-se	m o s ə ɣ 'a n s ə	 m o s ə ɣ 'a n t s ə 
Moreres	m o ɾ 'e ɾ ə s	 m o ɾ 'ɛ ɾ ə s 
Montsià	m o n s i 'a	 m 'o n s i 'a 
Montseny	m o n s 'ə ɲ	 m 'o n t s 'ə ɲ 
Molta	m 'o l t ə	 m 'ɔ l t ə 
Missatger	m i s ə d ʒ 'e	 m i s 'a d ʒ 'ɛ 
Menja	m 'e n ʒ ə	 m 'ə n ʒ ə 
Mataresies	m ə t ə ɾ ə z 'i ə s	 m ə t 'a ɾ ə z 'i ə s 
Malone	m ə l 'o n ə	 m ə l 'ɔ n ə 
Légolas	l 'e ɣ o l ə s	 l 'e ɣ o l 'a s 
Lund	l 'u n t	 l 'u n d 
Lo	l 'o	 l o 
Lluch	ʎ 'u k	 ʎ 'u k ə 
Lloguer	ʎ o ɣ 'e	 ʎ o ɣ 'ə 
Llevo	ʎ 'e v o	 ʎ 'ə v o 
Lisboa	l i z β 'o ə	 l i z β 'ɔ ə 
Kirsten	k 'i ɾ s t ə n	 k 'i s t ə n 
Johannesburg	ʒ o ə n n ə z β 'u ɾ k	 ʒ o e n n ə z β 'u ɾ k 
Jofre	ʒ 'o f ɾ ə	 ʒ 'ɔ f ɾ ə 
Ignoro	i n n 'o ɾ o	 i n n 'ɔ ɾ o 
Idioma	i ð i 'o m ə	 i ð i 'ɔ m ə 
Hòstia	'ɔ s t i ə	 ə s t i ə 
Hug	'u k	 'a k 
Horta	'ɔ ɾ t ə	 ə ɾ t ə 
Haig	'a t ʃ	 ə 'i ə 
Günther	g w n t 'e	 g 'u n t 'ə 
Guerreres	g ə r 'e ɾ ə s	 g ə r 'ɛ ɾ ə s 
Gasol	g ə z 'ɔ l	 g ə z 'o l 
Garona	g ə ɾ 'o n ə	 g ə ɾ 'ɔ n ə 
Gamper	g ə m p 'e	 g ə m p 'ə 
Forestal	f o ɾ ə s t 'a l	 f 'o ɾ ə s t 'a l 
Fent-ho	f 'e n t o	 f 'ɛ n t i 
Estructura	ə s t ɾ u t t 'u ɾ ə	 ə s t ɾ 'u t t 'u ɾ ə 
Esports	ə s p 'ɔ ɾ s	 ə s p 'o ɾ t s 
Espanyols	ə s p ə ɲ 'ɔ l s	 ə s p ə ɲ 'o l s 
Escriptura	ə s k ɾ i t t 'u ɾ ə	 ə s k ɾ 'i t t 'u ɾ ə 
Enyora	ə ɲ 'o ɾ ə	 ə ɲ 'ɔ ɾ ə 
Elisenda	ə l i z 'e n d ə	 ə l i z 'ə n d ə 
Eindhoven	ə j n d 'o v ə n	 ə j n d 'a v ə n 
Ebre	'e β ɾ ə	 'ə β ɾ ə 
Ebre	'e β ɾ ə	 'ə β ɾ ə 
EAJA	e 'a ʒ ə	 ə 'a ʒ ə 
Dot	d 'ɔ t	 d 'o t 
Disposa	d i s p 'o z ə	 d i s p 'ɔ z ə 
Detroit	d ə t ɾ 'ɔ j t	 d ə t ɾ 'o 'i t 
Detingut	d ə t i ŋ g 'u t	 d ə t 'i ŋ g 'u t 
Desclot	d ə s k l 'ɔ t	 d ə s k l 'o t 
Darrere	d ə r 'e ɾ ə	 d ə r 'ɛ ɾ ə 
Creador	k ɾ e ə ð 'o	 k ɾ ə ə ð 'o 
Corres	k 'o r ə s	 k 'ɔ r ə s 
Copia-la	k o p 'i ə l ə	 k o p i 'a l ə 
Copa	k 'o p ə	 k 'ɔ p ə 
Control	k o n t ɾ 'ɔ l	 k o n t ɾ 'o l 
Continguts	k o n t i ŋ g 'u t s	 k o n t 'i ŋ g 'u t s 
Continent	k o n t i n 'e n t	 k o n t i n 'ə n t 
Consum	k o n s 'u m	 k 'o n s 'u m 
Consulti	k o n s 'u l t i	 k 'o n s 'u l t i 
Consta	k 'o n s t ə	 k 'ɔ n s t ə 
Connecta	k o n n 'e t t ə	 k o n n 'ɛ t t ə 
Comparseros	k o m p ə ɾ s 'e ɾ o s	 k o m p ə ɾ s 'ɛ ɾ o s 
Comences	k o m 'ɛ n s ə s	 k o m 'ə n s ə s 
Cleveland	k l ə v ə l 'a n t	 k l ə v ə l 'a n d 
Chirac	t ʃ i ɾ 'a k	 s i ɾ 'a k 
Caterina	k ə t ə ɾ 'i n ə	  k e t ə ɾ 'i n ə 
Carreteres	k ə r ə t 'e ɾ ə s	 k ə r ə t 'ɛ ɾ ə s 
Carreras	k ə r 'e ɾ ə s	 k ə r 'ɛ ɾ ə s 
Carrer	k ə r 'e	 k ə r 'ə 
Carnero	k ə ɾ n 'e ɾ o	 k ə ɾ n 'ɛ ɾ o 
Cardener	k ə ɾ ð ə n 'e	 k ə ɾ ð ə n 'ə 
Caputxeta	k ə p u t ʃ 'ə t ə	 k ə p 'u t ʃ 'ə t ə 
Cançoner	k ə n s o n 'e	 k ə n s o n 'ə 
Calculadora	k ə l k u l ə ð 'o ɾ ə	 k ə l k u l ə ð 'ɔ ɾ ə 
Cadascuna	k ə ð ə s k 'u n ə	 k 'a ð ə s k 'u n ə 
Cadascun	k ə ð ə s k 'u n	 k 'a ð ə s k 'u n 
Budapest	b u ð ə p 'ə s t	 b 'u ð ə p 'ə s t 
Bodes	b 'o ð ə s	 b 'ɔ ð ə s 
Bessones	b ə s 'o n ə s	 b ə s 'ɔ n ə s 
Barraquer	b ə r ə k 'e	 b ə r ə k 'ə 
Bangkok	b ə ŋ k k 'o k	 b 'a ŋ g k 'o k 
Arts	'a ɾ s	 'a ɾ t s 
Ambient	ə m b i 'e n t	 ə m b i 'ɛ n t 
Aixeca	ə ʃ 'e k ə	 ə ʃ 'ɛ k ə 
Ai	'a j	 'a i 
Agustí	ə ɣ u s t 'i	 ə ɣ 'u s t 'i 
Agenda	ə ʒ 'e n d ə	 ə ʒ 'ɛ n d ə 
el	'ə l	 ə l 
desplaçament	d ə s p l ə s ə m 'e n t	 d ə s p l 'a s ə m 'ə n t 
amb	'ə m	 'a m b 
oi	'ɔ j	 'o i 
o	'ɔ	 'o 
es	'ə s	 ə s 
el	'ə l	 ə l 
a	'ə	 ə 
Totes	t 'o t ə s	 t 'ɔ t ə s 
Si	s 'i	 s i 
Li	l 'i	 l i 
I	'i	 i 
Ho	'o	 o 
He	'e	 'a 
Et	'ə t	 ə t 
Era	'e ɾ ə	 'ɛ ɾ ə 
que	k 'ə	 k ə 
hi	'i	 i 
era	'e ɾ ə	 'ɛ ɾ ə 
com	k 'ɔ m	 k 'o m 
Si	s 'i	 s i 
Queda	k 'e ð ə	 k 'ə ð ə 
I	'i	 i 
He	'e	 'a 
Com	k 'ɔ m	 k 'o m 
Amb	'ə m	 'a m b 
xiprers	ʃ i p ɾ 'e s	 ʃ i p ɾ 'ə s 
xecs	ʃ 'ɛ t s	 ʃ 'ə t s 
virtut	v i ɾ t 'u t	 v 'i ɾ t 'u t 
vinents	v i n 'e n s	 v i n 'ə n s 
vinculants	v i ŋ k u l 'a n s	 v i ŋ k u l 'a n t s 
vigent	v i ʒ 'e n t	 v i ʒ 'ɛ n t 
viatger	v i ə d ʒ 'e	 v i 'a d ʒ 'ɛ 
versiona	v ə ɾ s i 'o n ə	 v ə ɾ s i 'ɔ n ə 
vergonyosa	v ə ɾ ɣ o ɲ 'o z ə	 v ə ɾ ɣ o ɲ 'ɔ z ə 
verdosos	v ə ɾ ð 'o z o s	 v ə ɾ ð 'ɔ z o s 
venedora	v ə n ə ð 'o ɾ ə	 v ə n ə ð 'ɔ ɾ ə 
vaquers	v ə k 'e s	 v ə k 'ə s 
valora	v ə l 'o ɾ ə	 v ə l 'ɔ ɾ ə 
utopies	u t o p 'i ə s	 'u t o p 'i ə s 
túnels	t 'u n ə l s	 t 'u n 'ɛ l s 
tropes	t ɾ 'o p ə s	 t ɾ 'ɔ p ə s 
treva	t ɾ 'e v ə	 t ɾ 'ə v ə 
travessava	t ɾ ə v ə s 'a v ə	 t ɾ 'a v ə s 'a v ə 
transmetent	t ɾ ə n z m ə t 'e n t	 t ɾ ə n z m ə t 'ə n t 
torres	t 'o r ə s	 t 'ɔ r ə s 
torben	t 'o ɾ β ə n	 t 'ɔ ɾ β ə n 
titot	t i t 'ɔ t	 t i t 'o t 
tisores	t i z 'o ɾ ə s	 t i z 'ɔ ɾ ə s 
tirant-se	t i ɾ 'a n s ə	 t i ɾ 'a n t s ə 
tercers	t ə ɾ s 'e s	 t ə ɾ s 'ɛ ɾ s 
temple	t 'e m p l ə	 t 'ə m p l ə 
tempestuosa	t ə m p ə s t u 'o z ə	 t ə m p ə s t u 'ɔ z ə 
tanquessin	t ə ŋ k 'e s i n	 t ə ŋ k 'ə s i n 
sys	s 'i s	 s s 
surrealisme	s u r e ə l 'i z m ə	 s u r ə ə l 'i z m ə 
sucoses	s u k 'o z ə s	 s u k 'ɔ z ə s 
sospitosos	s o s p i t 'o z o s	 s o s p 'i t 'ɔ z o s 
sortints	s o ɾ t 'i n s	 s o ɾ t 'i n t s 
sorprenent	s o ɾ p ɾ ə n 'e n t	 s o ɾ p ɾ ə n 'ə n t 
sorneguer	s o ɾ n ə ɣ 'e	 s o ɾ n ə ɣ 'ə 
situant-se	s i t u 'a n s ə	 s i t u 'a n t s ə 
sexi	s 'ɛ t s i	 s 'ə t s i 
sequera	s ə k 'e ɾ ə	 s ə k 'ɛ ɾ ə 
sender	s ə n d 'e	 s ə n d 'ə 
segles	s 'e g g l ə s	 s 'ə ɣ l ə s 
sanejament	s ə n ə ʒ ə m 'e n t	 s ə n d ʒ ə m 'ə n t 
ruixats	r u ʃ 'a t s	 r i ʃ 'a t s 
rugosa	r u ɣ 'o z ə	 r 'u ɣ 'ɔ z ə 
rossa	r 'o s ə	 r 'ɔ s ə 
rodones	r o ð 'o n ə s	 r o ð 'ɔ n ə s 
rodona	r o ð 'o n ə	 r o ð 'ɔ n ə 
rierols	r i ə ɾ 'ɔ l s	 r i ə ɾ 'o l s 
retinguts	r ə t i ŋ g 'u t s	 r ə t 'i ŋ g 'u t s 
ressort	r ə s 'ɔ ɾ t	 r ə s 'o ɾ t 
resistir-ho	r ə z i s t 'i ɾ o	 r ə z 'i s t 'i ɾ o 
rera	r 'e ɾ ə	 r 'ɛ ɾ ə 
repugnant	r ə p u n n 'a n t	 r ə p 'u ə n 'a n t 
rentessin	r ə n t 'e s i n	 r ə n t 'ə s i n 
renta	r 'e n t ə	 r 'ə n t ə 
removent-se	r ə m o v 'e n s ə	 r ə m o v 'ɛ n s ə 
religiosa	r ə l i ʒ i 'o z ə	 r ə l i ʒ i 'ɔ z ə 
reguerol	r ə ɣ ə ɾ 'ɔ l	 r ə ɣ ə ɾ 'o l 
refot	r ə f 'ɔ t	 r ə f 'o t 
recupera	r ə k u p 'e ɾ ə	 r ə k u p 'ɛ ɾ ə 
recepta	r ə s 'ɛ t t ə	 r ə s 'ə t t ə 
rebent	r ə β 'e n t	 r ə β 'ɛ n t 
raona	r ə 'o n ə	 r ə 'ɔ n ə 
qüestionen	k w ə s t i 'o n ə n	 k w ə s t i 'ɔ n ə n 
quimera	k i m 'e ɾ ə	 k i m 'ɛ ɾ ə 
pàrquings	p 'a ɾ k i ŋ s	 p 'a ɾ k 'i ŋ g s 
puré	p u ɾ 'e	 p 'u ɾ 'e 
puig	p 'u t ʃ	 p 'u ʃ 
provoquen	p ɾ o v 'o k ə n	 p ɾ o v 'ɔ k ə n 
provincies	p ɾ o v i n s 'i ə s	 p ɾ o v 'i n s 'i ə s 
provincia	p ɾ o v i n s 'i ə	 p ɾ o v 'i n s 'i ə 
proveïts	p ɾ o v ə 'i t s	 p ɾ o v ə 'i s 
prospecte	p ɾ o s p 'ɛ t t ə	 p ɾ o s p 'ə t t ə 
promig	p ɾ o m 'i t ʃ	 p ɾ o m 'i k 
promig	p ɾ o m 'i t ʃ	 p ɾ o m 'i k 
progressos	p ɾ o ɣ ɾ 'e s o s	 p ɾ o ɣ ɾ 'ə s o s 
procreat	p ɾ o k ɾ e 'a t	 p ɾ o k ɾ 'e 'a t 
pretenen	p ɾ ə t 'e n ə n	 p ɾ ə t 'ə n ə n 
presentessin	p ɾ ə z ə n t 'e s i n	 p ɾ ə z ə n t 'ə s i n 
prenent	p ɾ ə n 'e n t	 p ɾ ə n 'ə n t 
preceptes	p ɾ ə s 'ɛ t t ə s	 p ɾ ə s 'ə t t ə s 
preat	p ɾ e 'a t	 p ɾ 'e 'a t 
potents	p o t 'e n s	 p o t 'ɛ n s 
portessin	p o ɾ t 'e s i n	 p o ɾ t 'ə s i n 
pomes	p 'o m ə s	 p 'ɔ m ə s 
poma	p 'o m ə	 p 'ɔ m ə 
polze	p 'o l z ə	 p 'ɔ l z ə 
pivot	p i v 'ɔ t	 p i v 'o t 
pircings	p i ɾ s 'i ŋ s	 p i ɾ s 'i ŋ g s 
pionera	p i o n 'e ɾ ə	 p i o n 'ɛ ɾ ə 
picant-li	p i k 'a n l i	 p i k 'a n t l i 
pertinences	p ə ɾ t i n 'ɛ n s ə s	 p ə ɾ t i n 'ə n s ə s 
persistent	p ə ɾ s i s t 'e n t	 p ə ɾ s i s t 'ɛ n t 
peatons	p e ə t 'o n s	 p ə ə t 'o n s 
peatge	p e 'a d ʒ ə	 p ə 'a d ʒ ə 
parentes	p ə ɾ 'e n t ə s	 p ə ɾ 'ə n t ə s 
parent	p ə ɾ 'e n t	 p ə ɾ 'ə n t 
paradoxal	p ə ɾ ə ð o t s 'a l	 p ə ɾ 'a ð o t s 'a l 
papereres	p ə p ə ɾ 'e ɾ ə s	 p ə p ə ɾ 'ɛ ɾ ə s 
palmeres	p ə l m 'e ɾ ə s	 p ə l m 'ɛ ɾ ə s 
operadora	o p ə ɾ ə ð 'o ɾ ə	 o p ə ɾ ə ð 'ɔ ɾ ə 
ones	'o n ə s	 'ɔ n ə s 
omplen	'o m p l ə n	 'ɔ m p l ə n 
obligant-la	o β l i ɣ 'a n l ə	 o β l i ɣ 'a n d l ə 
numero	n u m 'e ɾ o	 n u m 'ɛ ɾ o 
nombrosa	n o m b ɾ 'o z ə	 n o m b ɾ 'ɔ z ə 
nervioses	n ə ɾ v i 'o z ə s	 n ə ɾ v i 'ɔ s ə s 
mussol	m u s 'ɔ l	 m u s 'o l 
movent-se	m o v 'e n s ə	 m o v 'ɛ n s ə 
motos	m 'o t o s	 m 'ɔ t o s 
molsuts	m o l s 'u t s	 m 'ɔ l s 'u t s 
mitjancer	m i d ʒ ə n s 'e	 m i d ʒ ə n s 'ə 
mirant-ne	m i ɾ 'a n n ə	 m i ɾ 'a n n n ə 
minuciosa	m i n u s i 'o z ə	 m i n u s i 'ɔ s ə 
mineres	m i n 'e ɾ ə s	 m i n 'ɛ ɾ ə s 
minera	m i n 'e ɾ ə	 m i n 'ɛ ɾ ə 
militants	m i l i t 'a n s	 m i l i t 'a n t s 
mercaders	m ə ɾ k ə ð 'e s	 m ə ɾ k ə ð 'ə s 
matiner	m ə t i n 'e	 m ə t i n 'ə 
malestars	m ə l ə s t 'a s	 m 'a l ə s t 'a s 
maleint-me	m ə l ə 'i m m ə	 m ə l 'ə j n t m ə 
maharajàs	m ə ə ɾ ə ʒ 'a s	 m ə ð ə ɾ ə ʒ 'a s 
magnificent	m ə n n i f i s 'e n t	 m ə n n i f i s 'ɛ n t 
maduixots	m ə ð u ʃ 'ɔ t s	 m ə ð u ʃ 'o t s 
maduixer	m ə ð u ʃ 'e	 m ə ð u ʃ 'ə 
ludopaties	l u ð o p ə t 'i ə s	 l 'u ð o p ə t 'i ə s 
lluitaven	ʎ u j t 'a v ə n	 ʎ u i t 'a v ə n 
lletja	ʎ 'e d ʒ ə	 ʎ 'ə d ʒ ə 
llestos	ʎ 'e s t o s	 ʎ 'ə s t o s 
lleones	ʎ ə 'o n ə s	 ʎ ə 'ɔ n ə s 
llebre	ʎ 'e β ɾ ə	 ʎ 'ə β ɾ ə 
llardosos	ʎ ə ɾ ð 'o z o s	 ʎ ə ɾ ð 'ɔ z o s 
lidera	l i ð 'e ɾ ə	 l i ð 'ɛ ɾ ə 
lents	l 'e n s	 l 'ə n s 
lenta	l 'e n t ə	 l 'ə n t ə 
kosovars	k o z o v 'a s	 k o z o v 'a ɾ s 
jazz	ʒ 'a s	 ʒ 'a z ə 
irreals	i r e 'a l s	 i r ə 'a l s 
interpreto	i n t ə ɾ p ɾ 'e t o	 i n t ə ɾ p ɾ 'ə t o 
inspeccionant-la	i n s p ə t s i o n 'a n l ə	 i n s p ə t s i o n 'a n d l ə 
insolvents	i n s o l v 'e n s	 i n s o l v 'ə n s 
ingressos	i ŋ g ɾ 'e s o s	 i ŋ g ɾ 'ə s o s 
incloent-hi	i ŋ k l o 'e n t i	 i ŋ k l o 'ə n t i 
incineradores	i n s i n ə ɾ ə ð 'o ɾ ə s	 i n s i n ə ɾ ə ð 'ɔ ɾ ə s 
ignoro	i n n 'o ɾ o	 i n n 'ɔ ɾ o 
idioma	i ð i 'o m ə	 i ð i 'ɔ m ə 
idealitzen	i ð e ə l 'i d z ə n	 i ð ə ə l 'i d z ə n 
icones	i k 'o n ə s	 i k 'ɔ n ə s 
hàgim	'a ʒ i m	 ə ʒ i m 
horroroses	o r o ɾ 'o z ə s	 o r o ɾ 'ɔ z ə s 
heroi	ə ɾ 'ɔ j	 ə ɾ 'o i 
grogosos	g ɾ o ɣ 'o z o s	 g ɾ o ɣ 'ɔ z o s 
grisosos	g ɾ i z 'o z o s	 g ɾ i z 'ɔ z o s 
gloriosa	g l o ɾ i 'o z ə	 g l o ɾ i 'ɔ z ə 
ginebra	ʒ i n 'e β ɾ ə	 ʒ i n 'ə β ɾ ə 
gestora	ʒ ə s t 'o ɾ ə	 ʒ ə s t 'ɔ ɾ ə 
gerds	ʒ 'ɛ ɾ s	 ʒ 'ɛ ɾ t s 
