A	'ə
síndics	s 'i n d i k s
síndria	s 'i n d ɾ i ə
síndrome	s 'i n d ɾ u m ə
sínia	s 'i n i ə
sínode	s 'i n u ð ə
síntesi	s 'i n t ə z i
síntesis	s 'i n t ə z i s
síria	s 'i ɾ i ə
sòbria	s 'ɔ β ɾ i ə
sòcia	s 'ɔ s i ə
sòcies	s 'ɔ s i ə s
sòdic	s 'ɔ ð i k
sòl	s 'ɔ l
sòlid	s 'ɔ l i t
sòlida	s 'ɔ l i ð ə
sòlides	s 'ɔ l i ð ə s
sòlids	s 'ɔ l i t s
sòls	s 'ɔ l s
sònic	s 'ɔ n i k
sònica	s 'ɔ n i k ə
sòrdid	s 'ɔ ɾ ð i t
sòrdida	s 'ɔ ɾ ð i ð ə
sòrdides	s 'ɔ ɾ ð i ð ə s
sòrdids	s 'ɔ ɾ ð i t s
sòria	s 'ɔ ɾ i ə
sóc	s 'o k
són	s 'o n
súbdit	s 'u b d i t
súbdits	s 'u b d i t s
súmmum	s 'u m m u m
súper	s 'u p ə r
súpers	s 'u p ə s
súplica	s 'u p l i k ə
súpliques	s 'u p l i k ə s
ta	t ə
tabac	t ə β 'a k
tabacs	t ə β 'a k s
tabalada	t ə β ə l 'a ð ə
tabaquer	t ə β ə k 'e
tabaquera	t ə β ə k 'e ɾ ə
tabaqueres	t ə β ə k 'e ɾ ə s
tabaquisme	t ə β ə k 'i z m ə
tabarra	t ə β 'a r ə
tabernera	t ə β ə r n 'e ɾ ə
tabulador	t ə β u l ə ð 'o
tabuladors	t ə β u l ə ð 'o s
tabú	t ə β 'u
tabús	t ə β 'u s
tac	t 'a k
taca	t ə k 'a ð ə
tacada	t ə k 'a ð ə
tacades	t ə k 'a ð ə s
tacar	t ə k 'a
tacarla	t ə k 'a r l ə
tacarse	t ə k 'a r s ə
tacat	t ə k 'a t
tacats	t ə k 'a t s
taciturn	t ə s i t 'u r n
tacostes	t ə k 'ɔ s t ə s
tacosti	t ə k 'ɔ s t i
tacs	t 'a k s
tacte	t 'a k t ə
tacticisme	t ə k t i s 'i z m ə
tacudeix	t ə k u ð 'ɛ ʃ
tacòmetre	t ə k 'ɔ m ə t ɾ ə
tadjik	t ə d ʒ 'i k
tadjiks	t ə d ʒ 'i k s
tadones	t ə ð 'o n ə s
taekwondo	t ə e k β 'o n d u
tafanejar	t ə f ə n ə ʒ 'a
tafaner	t ə f ə n 'e
tafanera	t ə f ə n 'e ɾ ə
tafaneria	t ə f ə n ə ɾ 'i ə
tafaners	t ə f ə n 'e s
tafur	t ə f 'u r
tagafo	t ə ɣ 'a f u
tagrada	t ə ɣ ɾ 'a ð ə
tagradaria	t ə ɣ ɾ ə ð ə ɾ 'i ə
tagradi	t ə ɣ ɾ 'a ð i
taguantis	t ə ɣ w 'a n t i s
taichi	t 'a j tʃ i
taifes	t 'a j f ə s
taigà	t ə j ɣ 'a
tailandesa	t ə j l ə n d 'ɛ z ə
tailandesos	t ə j l ə n d 'ɛ z u s
tailandès	t ə j l ə n d 'ɛ s
tailàndia	t ə j l 'a n d i ə
taipei	t ə j p 'ɛ j
taiwan	t ə ʔ β 'a n
taiwanesos	t ə ʔ β ə n 'ɛ z u s
taiwanès	t ə ʔ β ə n 'ɛ s
taixeques	t ə ʃ 'ɛ k ə s
tajudarà	t ə ʒ u ð ə ɾ 'a
tajudava	t ə ʒ u ð 'a β ə
tajups	t ə ʒ 'u p s
takraw	t ə k ɾ 'a β
tal	t 'a l
tala	t 'a l ə
talaia	t ə l 'a j ə
talaies	t ə l 'a j ə s
talant	t ə l 'a n
talent	t ə l 'e n
talents	t ə l 'e n s
talentós	t ə l ə n t 'o s
tales	t 'a l ə s
talgo	t 'a l ɣ u
talibana	t ə l i β 'a n ə
talibans	t ə l i β 'a n s
talibà	t ə l i β 'a
talismà	t ə l i z m 'a
talió	t ə l i 'o
tall	t 'a ʎ
talla	t 'a ʎ ə
tallada	t ə ʎ 'a ð ə
tallades	t ə ʎ 'a ð ə s
tallador	t ə ʎ ə ð 'o
talladors	t ə ʎ ə ð 'o s
tallant	t ə ʎ 'a n
tallants	t ə ʎ 'a n s
tallar	t ə ʎ 'a
tallaran	t ə ʎ ə ɾ 'a n
tallarines	t ə ʎ ə ɾ 'i n ə s
tallarà	t ə ʎ ə ɾ 'a
tallat	t ə ʎ 'a t
tallats	t ə ʎ 'a t s
tallava	t ə ʎ 'a β ə
tallaven	t ə ʎ 'a β ə n
tallen	t 'a ʎ ə n
taller	t ə ʎ 'e
tallers	t ə ʎ 'e s
talles	t 'a ʎ ə s
tallessin	t ə ʎ 'e s i n
talleu	t ə ʎ 'ɛ w
talli	t 'a ʎ i
tallin	t 'a ʎ i n
talls	t 'a ʎ s
tallunyis	t ə ʎ 'u ɲ i s
tallés	t ə ʎ 'e s
tallín	t ə ʎ 'i n
talonari	t ə l u n 'a ɾ i
talonejant	t ə l u n ə ʒ 'a n
talons	t ə l 'o n s
talp	t 'a l p
talps	t 'a l p s
tals	t 'a l s
talussos	t ə l 'u s u s
taló	t ə l 'o
tamany	t ə m 'a ɲ
tamarit	t ə m ə ɾ 'i t
tambor	t ə m b 'o
tamboret	t ə m b u ɾ 'ɛ t
tamborils	t ə m b u ɾ 'i l s
tamborinada	t ə m b u ɾ i n 'a ð ə
tamborins	t ə m b u ɾ 'i n s
tambors	t ə m b 'o s
tamborí	t ə m b u ɾ 'i
també	t ə m b 'e
tamisada	t ə m i z 'a ð ə
tamoxifè	t ə m u k s i f 'ɛ
tamoïnis	t ə m u 'i n i s
tampoc	t ə m p 'ɔ k
tampons	t ə m p 'o n s
tampó	t ə m p 'o
tan	t 'a n
tanatori	t ə n ə t 'ɔ ɾ i
tanatoris	t ə n ə t 'ɔ ɾ i s
tanc	t 'a ŋ
tanca	t 'a ŋ k ə
tancada	t ə ŋ k 'a ð ə
tancades	t ə ŋ k 'a ð ə s
tancadíssim	t ə ŋ k ə ð 'i s i m
tancadíssima	t ə ŋ k ə ð 'i s i m ə
tancament	t ə ŋ k ə m 'e n
tancaments	t ə ŋ k ə m 'e n s
tancant	t ə ŋ k 'a n
tancantse	t ə ŋ k 'a n s ə
tancar	t ə ŋ k 'a
tancaran	t ə ŋ k ə ɾ 'a n
tancarem	t ə ŋ k ə ɾ 'ɛ m
tancaren	t ə ŋ k 'a ɾ ə n
tancaria	t ə ŋ k ə ɾ 'i ə
tancarien	t ə ŋ k ə ɾ 'i ə n
tancaries	t ə ŋ k ə ɾ 'i ə s
tancarla	t ə ŋ k 'a r l ə
tancarlo	t ə ŋ k 'a r l u
tancarlos	t ə ŋ k 'a r l u s
tancarnos	t ə ŋ k 'a r n u s
tancarse	t ə ŋ k 'a r s ə
tancarvos	t ə ŋ k 'a ɾ β u s
tancarà	t ə ŋ k ə ɾ 'a
tancaràs	t ə ŋ k ə ɾ 'a s
tancaré	t ə ŋ k ə ɾ 'e
tancat	t ə ŋ k 'a t
tancats	t ə ŋ k 'a t s
tancava	t ə ŋ k 'a β ə
tancaven	t ə ŋ k 'a β ə n
tanco	t 'a ŋ k u
tancs	t 'a ŋ s
tancàvem	t ə ŋ k 'a β ə m
tanda	t 'a n d ə
tandes	t 'a n d ə s
tanga	t 'a ŋ g ə
tangencial	t ə n ʒ ə n s i 'a l
tangencials	t ə n ʒ ə n s i 'a l s
tangent	t ə n ʒ 'e n
tangents	t ə n ʒ 'e n s
tangible	t ə n ʒ 'i b b l ə
tangibles	t ə n ʒ 'i b b l ə s
tango	t 'a ŋ g u
tangos	t 'a ŋ g u s
tanmateix	t ə m m ə t 'e ʃ
tanoca	t ə n 'ɔ k ə
tanquem	t ə ŋ k 'ɛ m
tanquen	t 'a ŋ k ə n
tanques	t 'a ŋ k ə s
tanquessin	t ə ŋ k 'e s i n
tanquetes	t ə ŋ k 'ɛ t ə s
tanqueu	t ə ŋ k 'ɛ w
tanqui	t 'a ŋ k i
tanquin	t 'a ŋ k i n
tanqués	t ə ŋ k 'e s
tant	t 'a n
tanta	t 'a n t ə
tantaviatcom	t ə n t ə β i ə t k 'o m
tantejat	t ə n t ə ʒ 'a t
tantes	t 'a n t ə s
tants	t 'a n s
tantíssimes	t ə n t 'i s i m ə s
tantíssims	t ə n t 'i s i m s
tanya	t 'a ɲ ə
tanzà	t ə n z 'a
taoisme	t ə u 'i z m ə
tap	t 'a p
tapa	t 'a p ə
tapada	t ə p 'a ð ə
tapades	t ə p 'a ð ə s
tapadora	t ə p ə ð 'o ɾ ə
tapadores	t ə p ə ð 'o ɾ ə s
tapant	t ə p 'a n
tapar	t ə p 'a
taparan	t ə p ə ɾ 'a n
taparà	t ə p ə ɾ 'a
tapat	t ə p 'a t
tapats	t ə p 'a t s
tapava	t ə p 'a β ə
tapaven	t ə p 'a β ə n
tapen	t 'a p ə n
tapes	t 'a p ə s
tapi	t 'a p i
tapiada	t ə p i 'a ð ə
tapiat	t ə p i 'a t
tapisseria	t ə p i s ə ɾ 'i ə
tapissos	t ə p 'i s u s
taponar	t ə p u n 'a
tapropa	t ə p ɾ 'ɔ p ə
taps	t 'a p s
tapís	t ə p 'i s
taques	t 'a k ə s
taquicàrdia	t ə k i k 'a ɾ ð i ə
taquilla	t ə k 'i ʎ ə
taquillatge	t ə k i ʎ 'a d ʒ ə
taquiller	t ə k i ʎ 'e
taquillera	t ə k i ʎ 'e ɾ ə
taquilleres	t ə k i ʎ 'e ɾ ə s
taquillers	t ə k i ʎ 'e s
taquilles	t ə k 'i ʎ ə s
taquígraf	t ə k 'i ɣ ɾ ə f
taquígrafs	t ə k 'i ɣ ɾ ə f s
tara	t 'a ɾ ə
taraleja	t ə ɾ ə l 'ɛ ʒ ə
taralejant	t ə ɾ ə l ə ʒ 'a n
taralejar	t ə ɾ ə l ə ʒ 'a
tarambana	t ə ɾ ə m b 'a n ə
tarannà	t ə ɾ ə n n 'a
tararots	t ə ɾ ə ɾ 'ɔ t s
tarasca	t ə ɾ 'a s k ə
tard	t 'a r t
tarda	t 'a ɾ ð ə
tardana	t ə ɾ ð 'a n ə
tardanes	t ə ɾ ð 'a n ə s
tardans	t ə ɾ ð 'a n s
tardança	t ə ɾ ð 'a n s ə
tardar	t ə ɾ ð 'a
tardaran	t ə ɾ ð ə ɾ 'a n
tardarà	t ə ɾ ð ə ɾ 'a
tardat	t ə ɾ ð 'a t
tardaven	t ə ɾ ð 'a β ə n
tarden	t 'a ɾ ð ə n
tardes	t 'a ɾ ð ə s
tardi	t 'a ɾ ð i
tardor	t ə ɾ ð 'o
tardorenca	t ə ɾ ð u ɾ 'ɛ ŋ k ə
tardorhivern	t ə ɾ ð u ɾ i β 'ɛ r n
tardà	t ə ɾ ð 'a
targes	t 'a r ʒ ə s
targeta	t ə r ʒ 'ɛ t ə
targetes	t ə r ʒ 'ɛ t ə s
targetons	t ə r ʒ ə t 'o n s
tarifa	t ə ɾ 'i f ə
tarifació	t ə ɾ i f ə s i 'o
tarifari	t ə ɾ i f 'a ɾ i
tarifes	t ə ɾ 'i f ə s
tarifària	t ə ɾ i f 'a ɾ i ə
tarima	t ə ɾ 'i m ə
tarja	t 'a r ʒ ə
tarjeta	t ə r ʒ 'ɛ t ə
tarongers	t ə ɾ u n ʒ 'e s
taronges	t ə ɾ 'ɔ n ʒ ə s
taronja	t ə ɾ 'ɔ n ʒ ə
tarot	t ə ɾ 'ɔ t
tarota	t ə ɾ 'ɔ t ə
tarragona	t ə r ə ɣ 'o n ə
tarragonina	t ə r ə ɣ u n 'i n ə
tarragonines	t ə r ə ɣ u n 'i n ə s
tarragonins	t ə r ə ɣ u n 'i n s
tarragonès	t ə r ə ɣ u n 'ɛ s
tarragoní	t ə r ə ɣ u n 'i
tarribi	t ə r 'i β i
tartamudejant	t ə r t ə m u ð ə ʒ 'a n
tartamut	t ə r t ə m 'u t
tartan	t ə r t 'a n
tartana	t ə r t 'a n ə
tartera	t ə r t 'e ɾ ə
taràntules	t ə ɾ 'a n t u l ə s
tasca	t 'a s k ə
tasques	t 'a s k ə s
tassa	t 'a s ə
tassenyalo	t ə s ə ɲ 'a l u
tasses	t 'a s ə s
tast	t 'a s t
tasta	t 'a s t ə
tastadors	t ə s t ə ð 'o s
tastar	t ə s t 'a
tastarà	t ə s t ə ɾ 'a
tastaré	t ə s t ə ɾ 'e
tastat	t ə s t 'a t
tastet	t ə s t 'ɛ t
tastets	t ə s t 'ɛ t s
tastos	t 'a s t u s
tasts	t 'a s t s
tat	t 'a t
tatrau	t ə t ɾ 'a w
tatuar	t ə t u 'a
tatuat	t ə t u 'a t
tatuatge	t ə t u 'a d ʒ ə
tatuatges	t ə t u 'a d ʒ ə s
tatuemnosel	t ə t u ə m n u z 'ɛ l
tatxa	t 'a t ʃ ə
taula	t 'a w l ə
taulat	t ə w l 'a t
taulell	t ə w l 'e ʎ
taulells	t ə w l 'e ʎ s
tauler	t ə w l 'e
taulers	t ə w l 'e s
taules	t 'a w l ə s
tauleta	t ə w l 'ɛ t ə
tauletes	t ə w l 'ɛ t ə s
taulons	t ə w l 'o n s
tauló	t ə w l 'o
taure	t 'a w ɾ ə
taurina	t ə w ɾ 'i n ə
taurines	t ə w ɾ 'i n ə s
taurins	t ə w ɾ 'i n s
tauromàquia	t ə w ɾ u m 'a k i ə
taurons	t ə w ɾ 'o n s
taurí	t ə w ɾ 'i
tauró	t ə w ɾ 'o
taverna	t ə β 'ɛ r n ə
tavernari	t ə β ə r n 'a ɾ i
taverner	t ə β ə r n 'e
tavernes	t ə β 'ɛ r n ə s
tavisarem	t ə β i z ə ɾ 'ɛ m
taxa	t 'a k s ə
taxació	t ə k s ə s i 'o
taxador	t ə k s ə ð 'o
taxant	t ə k s 'a n
taxar	t ə k s 'a
taxat	t ə k s 'a t
taxatiu	t ə k s ə t 'i w
taxativa	t ə k s ə t 'i β ə
taxatives	t ə k s ə t 'i β ə s
taxes	t 'a k s ə s
taxi	t 'a k s i
taxis	t 'a k s i s
taxista	t ə k s 'i s t ə
taxistes	t ə k s 'i s t ə s
taxonomia	t ə k s u n u m 'i ə
taxonomies	t ə k s u n u m 'i ə s
taxímetre	t ə k s 'i m ə t ɾ ə
taüll	t ə 'u ʎ
taüt	t ə 'u t
taüts	t ə 'u t s
te	t ə
teatral	t e ə t ɾ 'a l
teatralitat	t e ə t ɾ ə l i t 'a t
teatralització	t e ə t ɾ ə l i d z ə s i 'o
teatralitzada	t e ə t ɾ ə l i d z 'a ð ə
teatralitzades	t e ə t ɾ ə l i d z 'a ð ə s
teatralitzar	t e ə t ɾ ə l i d z 'a
teatralitzat	t e ə t ɾ ə l i d z 'a t
teatrals	t e ə t ɾ 'a l s
teatre	t e 'a t ɾ ə
teatres	t e 'a t ɾ ə s
teatresocietat	t e ə t ɾ ə z u s i ə t 'a t
teatret	t e ə t ɾ 'ɛ t
tebeos	t ə β 'e u s
tebi	t 'ɛ β i
tebiesa	t ə β i 'ɛ z ə
tebior	t ə β i 'o
tebis	t 'ɛ β i s
tecla	t 'e k l ə
teclat	t ə k l 'a t
teclats	t ə k l 'a t s
teclegem	t ə k l ə ʒ 'ɛ m
teclegen	t ə k l 'ɛ ʒ ə n
teclegeuhi	t ə k l ə ʒ 'ɛ ʔ i
teclegi	t ə k l 'ɛ ʒ i
tecleig	t ə k l 'ɛ tʃ
tecleja	t ə k l 'ɛ ʒ ə
teclejades	t ə k l ə ʒ 'a ð ə s
teclejant	t ə k l ə ʒ 'a n
teclejar	t ə k l ə ʒ 'a
teclejat	t ə k l ə ʒ 'a t
tecles	t 'e k l ə s
teclista	t ə k l 'i s t ə
tecnicismes	t ə g n i s 'i z m ə s
tecnificació	t ə g n i f i k ə s i 'o
tecnificat	t ə g n i f i k 'a t
tecnocràtica	t ə g n u k ɾ 'a t i k ə
tecnologia	t ə g n u l u ʒ 'i ə
tecnologies	t ə g n u l u ʒ 'i ə s
tecnològic	t ə g n u l 'ɔ ʒ i k
tecnològica	t ə g n u l 'ɔ ʒ i k ə
tecnològics	t ə g n u l 'ɔ ʒ i k s
tecnològiques	t ə g n u l 'ɔ ʒ i k ə s
tecnòcrata	t ə g n 'ɔ k ɾ ə t ə
tecnòcrates	t ə g n 'ɔ k ɾ ə t ə s
tecnòlegs	t ə g n 'ɔ l ə k s
tectònica	t ə k t 'ɔ n i k ə
tedi	t 'ɛ ð i
tediosa	t ə ð i 'o z ə
tediosos	t ə ð i 'o z u s
tediós	t ə ð i 'o s
tefló	t ə f l 'o
tegucigalpa	t ə ɣ u s i ɣ 'a l p ə
teia	t 'ɛ j ə
teies	t 'ɛ j ə s
teix	t 'e ʃ
teixeix	t ə ʃ 'ɛ ʃ
teixeixen	t ə ʃ 'ɛ ʃ ə n
teixida	t ə ʃ 'i ð ə
teixidor	t ə ʃ i ð 'o
teixint	t ə ʃ 'i n
teixir	t ə ʃ 'i
teixit	t ə ʃ 'i t
teixits	t ə ʃ 'i t s
teià	t ə j 'a
tel	t 'ɛ l
tela	t 'ɛ l ə
tele	t 'ɛ l ə
telefilm	t ə l ə f 'i l m
telefilms	t ə l ə f 'i l m s
telefona	t ə l ə f 'o n ə
telefonada	t ə l ə f u n 'a ð ə
telefonades	t ə l ə f u n 'a ð ə s
telefonar	t ə l ə f u n 'a
telefonaria	t ə l ə f u n ə ɾ 'i ə
telefonaries	t ə l ə f u n ə ɾ 'i ə s
telefonaré	t ə l ə f u n ə ɾ 'e
telefonat	t ə l ə f u n 'a t
telefonem	t ə l ə f u n 'ɛ m
telefonia	t ə l ə f u n 'i ə
telefonista	t ə l ə f u n 'i s t ə
telefèric	t ə l ə f 'ɛ ɾ i k
telefònic	t ə l ə f 'ɔ n i k
telefònics	t ə l ə f 'ɔ n i k s
telegrama	t ə l ə ɣ ɾ 'a m ə
telegrames	t ə l ə ɣ ɾ 'a m ə s
telegràfic	t ə l ə ɣ ɾ 'a f i k
telemàtic	t ə l ə m 'a t i k
telemàtica	t ə l ə m 'a t i k ə
telemàtics	t ə l ə m 'a t i k s
telemàtiques	t ə l ə m 'a t i k ə s
telenotícies	t ə l ə n u t 'i s i ə s
telepàtic	t ə l ə p 'a t i k
teler	t ə l 'e
telers	t ə l 'e s
teles	t 'ɛ l ə s
telescopi	t ə l ə s k 'ɔ p i
telescopis	t ə l ə s k 'ɔ p i s
telescòpiques	t ə l ə s k 'ɔ p i k ə s
telesèrie	t ə l ə z 'ɛ ɾ i ə
teletext	t ə l ə t 'e k s t
teletip	t ə l ə t 'i p
televident	t ə l ə β i ð 'e n
televidents	t ə l ə β i ð 'e n s
televisada	t ə l ə β i z 'a ð ə
televisades	t ə l ə β i z 'a ð ə s
televisat	t ə l ə β i z 'a t
televisats	t ə l ə β i z 'a t s
televisions	t ə l ə β i z i 'o n s
televisiu	t ə l ə β i z 'i w
televisius	t ə l ə β i z 'i w s
televisiva	t ə l ə β i z 'i β ə
televisives	t ə l ə β i z 'i β ə s
televisió	t ə l ə β i z i 'o
televisor	t ə l ə β i z 'o
televisors	t ə l ə β i z 'o s
teloner	t ə l u n 'e
teloners	t ə l u n 'e s
telons	t ə l 'o n s
tels	t 'ɛ l s
telèfon	t ə l 'ɛ f u n
telèfons	t ə l 'ɛ f u n s
teló	t ə l 'o
telúric	t ə l 'u ɾ i k
telúrica	t ə l 'u ɾ i k ə
telúrics	t ə l 'u ɾ i k s
tem	t 'e m
tema	t 'e m ə
temari	t ə m 'a ɾ i
temaris	t ə m 'a ɾ i s
temem	t ə m 'ɛ m
temen	t 'e m ə n
temences	t ə m 'ɛ n s ə s
tement	t ə m 'e n
temença	t ə m 'ɛ n s ə
temerari	t ə m ə ɾ 'a ɾ i
temeraris	t ə m ə ɾ 'a ɾ i s
temeritat	t ə m ə ɾ i t 'a t
temerària	t ə m ə ɾ 'a ɾ i ə
temeràries	t ə m ə ɾ 'a ɾ i ə s
temes	t 'e m ə s
temeu	t ə m 'ɛ w
temia	t ə m 'i ə
temible	t ə m 'i b b l ə
temibles	t ə m 'i b b l ə s
temien	t ə m 'i ə n
temo	t 'e m u
temor	t ə m 'o r
temorenc	t ə m u ɾ 'ɛ ŋ
temorosa	t ə m u ɾ 'o z ə
temorosos	t ə m u ɾ 'o z u s
temors	t ə m 'o r s
temorós	t ə m u ɾ 'o s
temperada	t ə m p ə ɾ 'a ð ə
temperament	t ə m p ə ɾ ə m 'e n
temperamental	t ə m p ə ɾ ə m ə n t 'a l
temperar	t ə m p ə ɾ 'a
temperat	t ə m p ə ɾ 'a t
temperatura	t ə m p ə ɾ ə t 'u ɾ ə
temperatures	t ə m p ə ɾ ə t 'u ɾ ə s
temperaven	t ə m p ə ɾ 'a β ə n
tempesta	t ə m p 'e s t ə
tempestat	t ə m p ə s t 'a t
tempestes	t ə m p 'e s t ə s
tempestuosa	t ə m p ə s t u 'o z ə
tempestuós	t ə m p ə s t u 'o s
templa	t 'e m p l ə
temple	t 'e m p l ə
templers	t ə m p l 'e s
temples	t 'e m p l ə s
temporada	t ə m p u ɾ 'a ð ə
temporades	t ə m p u ɾ 'a ð ə s
temporal	t ə m p u ɾ 'a l
temporalitat	t ə m p u ɾ ə l i t 'a t
temporals	t ə m p u ɾ 'a l s
temporer	t ə m p u ɾ 'e
temporeres	t ə m p u ɾ 'e ɾ ə s
temporers	t ə m p u ɾ 'e s
temporitzades	t ə m p u ɾ i d z 'a ð ə s
temporitzador	t ə m p u ɾ i d z ə ð 'o
temporitzadors	t ə m p u ɾ i d z ə ð 'o s
temps	t 'e m s
tempta	t 'e m t ə
temptacions	t ə m t ə s i 'o n s
temptació	t ə m t ə s i 'o
temptada	t ə m t 'a ð ə
temptador	t ə m t ə ð 'o
temptadora	t ə m t ə ð 'o ɾ ə
temptadores	t ə m t ə ð 'o ɾ ə s
temptar	t ə m t 'a
temptarnos	t ə m t 'a r n u s
temptat	t ə m t 'a t
temptativa	t ə m t ə t 'i β ə
temptatives	t ə m t ə t 'i β ə s
temptats	t ə m t 'a t s
tempteig	t ə m t 'ɛ tʃ
temptejant	t ə m t ə ʒ 'a n
temptejar	t ə m t ə ʒ 'a
temptejat	t ə m t ə ʒ 'a t
temptejos	t ə m t 'ɛ ʒ u s
tems	t 'e m s
temuda	t ə m 'u ð ə
temudes	t ə m 'u ð ə s
temut	t ə m 'u t
temuts	t ə m 'u t s
temàtic	t ə m 'a t i k
temàtica	t ə m 'a t i k ə
temàtics	t ə m 'a t i k s
temàtiques	t ə m 'a t i k ə s
temés	t ə m 'e s
temíem	t ə m 'i ə m
ten	t 'e n
tena	t 'ɛ n ə
tenacitat	t ə n ə s i t 'a t
tenalla	t ə n 'a ʎ ə
tenallat	t ə n ə ʎ 'a t
tenallats	t ə n ə ʎ 'a t s
tenallen	t ə n 'a ʎ ə n
tenaç	t ə n 'a s
tenaços	t ə n 'a s u s
tenda	t 'e n d ə
tendal	t ə n d 'a l
tendals	t ə n d 'a l s
tendeix	t ə n d 'ɛ ʃ
tendeixen	t ə n d 'ɛ ʃ ə n
tendeixi	t ə n d 'ɛ ʃ i
tendeixin	t ə n d 'ɛ ʃ i n
tendeixo	t ə n d 'ɛ ʃ u
tendenciosa	t ə n d ə n s i 'o z ə
tendencioses	t ə n d ə n s i 'o z ə s
tendenciosos	t ə n d ə n s i 'o z u s
tendenciós	t ə n d ə n s i 'o s
tendes	t 'e n d ə s
tendia	t ə n d 'i ə
tendien	t ə n d 'i ə n
tendim	t ə n d 'i m
tendinitis	t ə n d i n 'i t i s
tendint	t ə n d 'i n
tendir	t ə n d 'i
tendiran	t ə n d i ɾ 'a n
tendirien	t ə n d i ɾ 'i ə n
tendirà	t ə n d i ɾ 'a
tendit	t ə n d 'i t
tendiu	t ə n d 'i w
tendra	t 'ɛ n d ɾ ə
tendre	t 'ɛ n d ɾ ə
tendres	t 'ɛ n d ɾ ə s
tendresa	t ə n d ɾ 'ɛ z ə
tendència	t ə n d 'ɛ n s i ə
tendències	t ə n d 'ɛ n s i ə s
tendó	t ə n d 'o
tenebra	t ə n 'e β ɾ ə
tenebres	t ə n 'e β ɾ ə s
tenebrisme	t ə n ə β ɾ 'i z m ə
tenebrosa	t ə n ə β ɾ 'o z ə
tenebroses	t ə n ə β ɾ 'o z ə s
tenebrosos	t ə n ə β ɾ 'o z u s
tenebrós	t ə n ə β ɾ 'o s
tenen	t 'e n ə n
tenerife	t ə n ə ɾ 'i f ə
tenfadis	t ə m f 'a ð i s
tenia	t ə n 'i ə
tenidor	t ə n i ð 'o
tenidoria	t ə n i ð u ɾ 'i ə
tenien	t ə n 'i ə n
tenies	t ə n 'i ə s
tenim	t ə n 'i m
tenint	t ə n 'i n
tenir	t ə n 'i
tenirhi	t ə n 'i ɾ i
tenirho	t ə n 'i ɾ u
tenirla	t ə n 'i r l ə
tenirles	t ə n 'i r l ə s
tenirlo	t ə n 'i r l u
tenirlos	t ə n 'i r l u s
tenirne	t ə n 'i r n ə
tenirse	t ə n 'i r s ə
tenirvos	t ə n 'i ɾ β u s
tenis	t 'ɛ n i s
tenista	t ə n 'i s t ə
tenistes	t ə n 'i s t ə s
teniu	t ə n 'i w
tennis	t 'ɛ n n i s
tennista	t ə n n 'i s t ə
tenor	t ə n 'o r
tenora	t ə n 'o ɾ ə
tenores	t ə n 'o ɾ ə s
tenors	t ə n 'o r s
tens	t 'e n s
tensa	t 'ɛ n s ə
tensada	t ə n s 'a ð ə
tensant	t ə n s 'a n
tensar	t ə n s 'a
tensat	t ə n s 'a t
tensen	t 'ɛ n s ə n
tensenyaré	t ə n s ə ɲ ə ɾ 'e
tensenyen	t ə n s 'ɛ ɲ ə n
tenses	t 'ɛ n s ə s
tensi	t 'ɛ n s i
tensional	t ə n s i u n 'a l
tensions	t ə n s i 'o n s
tensió	t ə n s i 'o
tensos	t 'ɛ n s u s
tentacles	t ə n t 'a k l ə s
tentines	t ə n t 'i n ə s
tenviarem	t ə m b i ə ɾ 'ɛ m
tenyeix	t ə ɲ 'ɛ ʃ
tenyia	t ə ɲ 'i ə
tenyida	t ə ɲ 'i ð ə
tenyidores	t ə ɲ i ð 'o ɾ ə s
tenyint	t ə ɲ 'i n
tenyintlo	t ə ɲ 'i n l l u
tenyir	t ə ɲ 'i
tenyit	t ə ɲ 'i t
tenyits	t ə ɲ 'i t s
tenyoro	t ə ɲ 'o ɾ u
tenía	t ə n 'i ə
teníem	t ə n 'i ə m
teníeu	t ə n 'i ə w
teocràcia	t ə u k ɾ 'a s i ə
teocràtic	t ə u k ɾ 'a t i k
teocràtica	t ə u k ɾ 'a t i k ə
teocràtics	t ə u k ɾ 'a t i k s
teologals	t ə u l u ɣ 'a l s
teologia	t ə u l u ʒ 'i ə
teològic	t ə u l 'ɔ ʒ i k
teològica	t ə u l 'ɔ ʒ i k ə
teològiques	t ə u l 'ɔ ʒ i k ə s
teorema	t ə u ɾ 'ɛ m ə
teoremes	t ə u ɾ 'ɛ m ə s
teoria	t ə u ɾ 'i ə
teories	t ə u ɾ 'i ə s
teorització	t ə u ɾ i d z ə s i 'o
teoritzar	t ə u ɾ i d z 'a
teoritzat	t ə u ɾ i d z 'a t
tequila	t ə k 'i l ə
ter	t 'e r
teranyina	t ə ɾ ə ɲ 'i n ə
teranyines	t ə ɾ ə ɲ 'i n ə s
terapeuta	t ə ɾ ə p 'ɛ w t ə
terapeutes	t ə ɾ ə p 'ɛ w t ə s
terapèutic	t ə ɾ ə p 'ɛ w t i k
terapèutica	t ə ɾ ə p 'ɛ w t i k ə
terapèutics	t ə ɾ ə p 'ɛ w t i k s
terapèutiques	t ə ɾ ə p 'ɛ w t i k ə s
terbolesa	t ə ɾ β u l 'ɛ z ə
tercer	t ə r s 'e
tercera	t ə r s 'e ɾ ə
terceres	t ə r s 'e ɾ ə s
tercermundistes	t ə r s ə r m u n d 'i s t ə s
tercers	t ə r s 'e s
