A	'ə
vesteixo	b ə s t 'ɛ ʃ u
venguin	b 'ɛ ŋ g i n
venes	b 'ɛ n ə s
vehemència	b ə ə m 'ɛ n s i ə
vegi	b 'ɛ ʒ i
varietat	b ə ɾ i ə t 'a t
valorar	b ə l u ɾ 'a
valoració	b ə l u ɾ ə s i 'o
vaja	b 'a ʒ ə
utilitzen	u t i l 'i d z ə n
universitaris	u n i β ə r s i t 'a ɾ i s
univers	u n i β 'ɛ r s
tòtem	t 'ɔ t ə m
títols	t 'i t u l s
tímida	t 'i m i ð ə
tètric	t 'ɛ t ɾ i k
turisme	t u ɾ 'i z m ə
tub	t 'u p
trípode	t ɾ 'i p u ð ə
tràgica	t ɾ 'a ʒ i k ə
tràfic	t ɾ 'a f i k
truqui	t ɾ 'u k i
trucà	t ɾ u k 'a
tropical	t ɾ u p i k 'a l
trobes	t ɾ 'ɔ β ə s
trobats	t ɾ u β 'a t s
trobaren	t ɾ u β 'a ɾ ə n
trobar-la	t ɾ u β 'a r l ə
tretzè	t ɾ ə d z 'ɛ
tresor	t ɾ ə z 'ɔ r
trencades	t ɾ ə ŋ k 'a ð ə s
trena	t ɾ 'ɛ n ə
tremola	t ɾ ə m 'ɔ l ə
treballen	t ɾ ə β 'a ʎ ə n
treballarem	t ɾ ə β ə ʎ ə ɾ 'ɛ m
treballador	t ɾ ə β ə ʎ ə ð 'o
treballada	t ɾ ə β ə ʎ 'a ð ə
traves	t ɾ 'a β ə s
traslladar	t ɾ ə z ʎ ə ð 'a
transformava	t ɾ ə n s f u r m 'a β ə
transformar	t ɾ ə n s f u r m 'a
transformacions	t ɾ ə n s f u r m ə s i 'o n s
transforma	t ɾ ə n s f 'o r m ə
transcorregut	t ɾ ə n s k u r ə ɣ 'u t
trametre	t ɾ ə m 'ɛ t ɾ ə
tram	t ɾ 'a m
tragèdia	t ɾ ə ʒ 'ɛ ð i ə
traduccions	t ɾ ə ð u k s i 'o n s
tractés	t ɾ ə k t 'e s
tractava	t ɾ ə k t 'a β ə
tortugues	t u r t 'u ɣ ə s
tornaré	t u r n ə ɾ 'e
tornarem	t u r n ə ɾ 'ɛ m
tornant-se	t u r n 'a n s ə
torn	t 'o r n
toquin	t 'ɔ k i n
tonto	t 'o n t u
tomb	t 'o m
tinguéssim	t i ŋ g 'e s i m
tingués	t i ŋ g 'e s
timbre	t 'i m b ɾ ə
tija	t 'i ʒ ə
testimoni	t ə s t i m 'ɔ n i
terminals	t ə r m i n 'a l s
teranyina	t ə ɾ ə ɲ 'i n ə
tenir-lo	t ə n 'i r l u
tenir-la	t ə n 'i r l ə
tenint	t ə n 'i n
tendència	t ə n d 'ɛ n s i ə
tendre	t 'ɛ n d ɾ ə
temperatures	t ə m p ə ɾ ə t 'u ɾ ə s
temor	t ə m 'o r
teló	t ə l 'o
teixit	t ə ʃ 'i t
tecnològics	t ə g n u l 'ɔ ʒ i k s
tecles	t 'e k l ə s
te'n	t 'ə n
taxi	t 'a k s i
tarifa	t ə ɾ 'i f ə
tanco	t 'a ŋ k u
tancaràs	t ə ŋ k ə ɾ 'a s
tamborils	t ə m b u ɾ 'i l s
taló	t ə l 'o
talls	t 'a ʎ s
taller	t ə ʎ 'e
tallant	t ə ʎ 'a n
t'ho	t 'u
t'amoïnis	t ə m u 'i n i s
t'agrada	t ə ɣ ɾ 'a ð ə
sòlida	s 'ɔ l i ð ə
síndic	s 'i n d i k
surti	s 'u r t i
suro	s 'u ɾ u
surar	s u ɾ 'a
suposat	s u p u z 'a t
suportava	s u p u r t 'a β ə
suportar	s u p u r t 'a
suplement	s u p l ə m 'e n
sumat	s u m 'a t
suggerint	s u g ʒ ə ɾ 'i n
suggereix	s u g ʒ ə ɾ 'ɛ ʃ
suen	s 'u ə n
subvenció	s u b b ə n s i 'o
substitució	s u p s t i t u s i 'o
subproductes	s u p p ɾ u ð 'u k t ə s
subjectes	s u b ʒ 'e k t ə s
subdirectoris	s u b d i ɾ ə k t 'ɔ ɾ i s
suar	s u 'a
sotmès	s u d m 'ɛ s
sortí	s u r t 'i
sortiria	s u r t i ɾ 'i ə
sortirem	s u r t i ɾ 'ɛ m
sortiran	s u r t i ɾ 'a n
sortien	s u r t 'i ə n
sorteig	s u r t 'ɛ t ʃ
sorprès	s u r p ɾ 'ɛ s
sorgint	s u r ʒ 'i n
sopars	s u p 'a s
sofre	s 'o f ɾ ə
soci	s 'ɔ s i
situar	s i t u 'a
sistemàtica	s i s t ə m 'a t i k ə
sistema	s i s t 'e m ə
sisena	s i z 'ɛ n ə
simples	s 'i m p l ə s
similars	s i m i l 'a r s
simbòlics	s i m b 'ɔ l i k s
silenciós	s i l ə n s i 'o s
silencis	s i l 'ɛ n s i s
signi	s 'i g n i
signar	s i g n 'a
sida	s 'i ð ə
sevillà	s ə β i ʎ 'a
seriós	s ə ɾ i 'o s
seqüeles	s ə k w 'ɛ l ə s
senyors	s ə ɲ 'o s
senyora	s ə ɲ 'o ɾ ə
sentimental	s ə n t i m ə n t 'a l
sensible	s ə n s 'i b b l ə
sensibilitat	s ə n s i β i l i t 'a t
sencer	s ə n s 'ɛ
semàntics	s ə m 'a n t i k s
sembrat	s ə m b ɾ 'a t
seleccioni	s ə l ə k s i 'o n i
selecciones	s ə l ə k s i 'o n ə s
seleccionats	s ə l ə k s i u n 'a t s
seguiment	s ə ɣ i m 'e n
seguim	s ə ɣ 'i m
segueixo	s ə ɣ 'ɛ ʃ u
segueixi	s ə ɣ 'ɛ ʃ i
segments	s ə g m 'e n s
sediments	s ə ð i m 'e n s
seda	s 'ɛ ð ə
sec	s 'ɛ k
satisfacció	s ə t i s f ə k s i 'o
sanefes	s ə n 'ɛ f ə s
sanefa	s ə n 'ɛ f ə
salzes	s 'a l z ə s
saludant	s ə l u ð 'a n
salta	s 'a l t ə
salmó	s ə l m 'o
saliva	s ə l 'i β ə
sales	s 'a l ə s
salari	s ə l 'a ɾ i
salada	s ə l 'a ð ə
sabó	s ə β 'o
sabut	s ə β 'u t
sabràs	s ə β ɾ 'a s
sabonets	s ə β u n 'ɛ t s
sabater	s ə β ə t 'e
sabata	s ə β 'a t ə
s'hagués	s ə ɣ 'e s
s'estimen	s ə s t 'i m ə n
s'espolsa	s ə s p 'o l s ə
s'apliqui	s ə p l 'i k i
s'anava	s ə n 'a β ə
s'allotgen	s ə ʎ 'ɔ d ʒ ə n
s'alimenta	s ə l i m 'e n t ə
s'ajusten	s ə ʒ 'u s t ə n
s'aconsegueix	s ə k u n s ə ɣ 'ɛ ʃ
s'accepten	s ə k s 'e p t ə n
s'acceptaran	s ə k s ə p t ə ɾ 'a n
ràpids	r 'a p i t s
ràpida	r 'a p i ð ə
rutllar	r u ʎ ʎ 'a
rutina	r u t 'i n ə
rutes	r 'u t ə s
ruptura	r u p t 'u ɾ ə
rostolls	r u s t 'o ʎ s
ronyó	r u ɲ 'o
ronda	r 'o n d ə
romàntic	r u m 'a n t i k
romaní	r u m ə n 'i
romans	r u m 'a n s
rol	r 'ɔ l
robatoris	r u β ə t 'ɔ ɾ i s
robar	r u β 'a
riquesa	r i k 'ɛ z ə
riera	r i 'e ɾ ə
ridícul	r i ð 'i k u l
rialles	r i 'a ʎ ə s
revolada	r ə β u l 'a ð ə
revista	r ə β 'i s t ə
revisor	r ə β i z 'o
revela	r ə β 'ɛ l ə
retorn	r ə t 'o r n
retirarà	r ə t i ɾ ə ɾ 'a
retirar	r ə t i ɾ 'a
resultava	r ə z u l t 'a β ə
restaven	r ə s t 'a β ə n
restar	r ə s t 'a
ressona	r ə s 'o n ə
ressentiment	r ə s ə n t i m 'e n
respongui	r ə s p 'ɔ ŋ g i
respirar	r ə s p i ɾ 'a
resol	r ə z 'ɔ l
resistint	r ə z i s t 'i n
residus	r ə z 'i ð u s
rere	r 'e ɾ ə
reprodueix	r ə p ɾ u ð u 'ɛ ʃ
representació	r ə p ɾ ə z ə n t ə s i 'o
repostar	r ə p u s t 'a
repicar	r ə p i k 'a
repetint	r ə p ə t 'i n
repassant	r ə p ə s 'a n
renovar	r ə n u β 'a
renovables	r ə n u β 'a b b l ə s
remanada	r ə m ə n 'a ð ə
relaxats	r ə l ə k s 'a t s
rehabilitació	r e ə β i l i t ə s i 'o
reguli	r ə ɣ 'u l i
regulen	r ə ɣ 'u l ə n
regnat	r ə g n 'a t
regionals	r ə ʒ i u n 'a l s
regional	r ə ʒ i u n 'a l
regala	r ə ɣ 'a l ə
refresco	r ə f ɾ 'ɛ s k u
refredar	r ə f ɾ ə ð 'a
reformes	r ə f 'o r m ə s
referent	r ə f ə ɾ 'e n
refereixen	r ə f ə ɾ 'ɛ ʃ ə n
reencarnació	r e ə ŋ k ə r n ə s i 'o
redireccions	r ə ð i ɾ ə k s i 'o n s
recull	r ə k 'u ʎ
recta	r 'ɛ k t ə
recorre	r ə k 'o r ə
recopilació	r ə k u p i l ə s i 'o
reconeix	r ə k u n 'ɛ ʃ
recomanava	r ə k u m ə n 'a β ə
recomanacions	r ə k u m ə n ə s i 'o n s
rebuts	r ə β 'u t s
rebrà	r ə β ɾ 'a
rebentat	r ə β ə n t 'a t
realitza	r e ə l 'i d z ə
ratllada	r ə ʎ ʎ 'a ð ə
rara	r 'a ɾ ə
raqueta	r ə k 'ɛ t ə
raonament	r ə u n ə m 'e n
rang	r 'a ŋ
rajoles	r ə ʒ 'ɔ l ə s
rajola	r ə ʒ 'ɔ l ə
radiació	r ə ð i ə s i 'o
racial	r ə s i 'a l
qüestions	k w ə s t i 'o n s
quocient	k w u s i 'e n
queixant	k ə ʃ 'a n
quedarà	k ə ð ə ɾ 'a
quedaria	k ə ð ə ɾ 'i ə
quatre	k w 'a t ɾ ə
quantitats	k w ə n t i t 'a t s
quanta	k w 'a n t ə
pàrquing	p 'a r k i ŋ
pur	p 'u r
puntuació	p u n t u ə s i 'o
pujarà	p u ʒ ə ɾ 'a
pugen	p 'u ʒ ə n
pròximes	p ɾ 'ɔ k s i m ə s
prèvia	p ɾ 'ɛ β i ə
província	p ɾ u β 'i n s i ə
protocol	p ɾ u t u k 'ɔ l
protegit	p ɾ u t ə ʒ 'i t
protegida	p ɾ u t ə ʒ 'i ð ə
protegeix	p ɾ u t ə ʒ 'ɛ ʃ
prosa	p ɾ 'ɔ z ə
proposem	p ɾ u p u z 'ɛ m
proposar	p ɾ u p u z 'a
proporcionat	p ɾ u p u r s i u n 'a t
propers	p ɾ u p 'e s
propaganda	p ɾ u p ə ɣ 'a n d ə
pronunciació	p ɾ u n u n s i ə s i 'o
prohibit	p ɾ u i β 'i t
programari	p ɾ u ɣ ɾ ə m 'a ɾ i
profunditat	p ɾ u f u n d i t 'a t
professional	p ɾ u f ə s i u n 'a l
produïda	p ɾ u ð u 'i ð ə
produint	p ɾ u ð u 'i n
producció	p ɾ u ð u k s i 'o
procedències	p ɾ u s ə ð 'ɛ n s i ə s
problemàtica	p ɾ u β l ə m 'a t i k ə
privilegis	p ɾ i β i l 'ɛ ʒ i s
prioritari	p ɾ i u ɾ i t 'a ɾ i
pringo	p ɾ 'i ŋ g u
primàries	p ɾ i m 'a ɾ i ə s
prims	p ɾ 'i m s
preventiva	p ɾ ə β ə n t 'i β ə
pretén	p ɾ ə t 'e n
pretensió	p ɾ ə t ə n s i 'o
presumir	p ɾ ə z u m 'i
prestigi	p ɾ ə s t 'i ʒ i
prestatges	p ɾ ə s t 'a d ʒ ə s
prestatgeries	p ɾ ə s t ə d ʒ ə ɾ 'i ə s
prestació	p ɾ ə s t ə s i 'o
presta	p ɾ 'e s t ə
presses	p ɾ 'e s ə s
presents	p ɾ ə z 'e n s
presento	p ɾ ə z 'e n t u
presentava	p ɾ ə z ə n t 'a β ə
presentat	p ɾ ə z ə n t 'a t
presentada	p ɾ ə z ə n t 'a ð ə
preparar-me	p ɾ ə p ə ɾ 'a r m ə
preparant	p ɾ ə p ə ɾ 'a n
preguem	p ɾ ə ɣ 'ɛ m
preferiria	p ɾ ə f ə ɾ i ɾ 'i ə
precipita	p ɾ ə s i p 'i t ə
preciosa	p ɾ ə s i 'o z ə
potetes	p u t 'ɛ t ə s
potent	p u t 'e n
postura	p u s t 'u ɾ ə
posarà	p u z ə ɾ 'a
posaria	p u z ə ɾ 'i ə
posar-lo	p u z 'a r l u
posar-hi	p u z 'a ɾ i
portàtil	p u r t 'a t i l
ports	p 'ɔ r s
porti	p 'ɔ r t i
portarà	p u r t ə ɾ 'a
portar-lo	p u r t 'a r l u
porqueria	p u r k ə ɾ 'i ə
populars	p u p u l 'a r s
ponència	p u n 'ɛ n s i ə
ponia	p u n 'i ə
polítiques	p u l 'i t i k ə s
polígon	p u l 'i ɣ u n
polleguera	p u ʎ ə ɣ 'e ɾ ə
policies	p u l i s 'i ə s
poguessin	p u ɣ 'e s i n
poemes	p u 'ɛ m ə s
poema	p u 'ɛ m ə
podíem	p u ð 'i ə m
podi	p 'o ð i
pobra	p 'ɔ β ɾ ə
pobles	p 'ɔ b b l ə s
poblacions	p u b b l ə s i 'o n s
plàcid	p l 'a s i t
plovia	p l u β 'i ə
plora	p l 'ɔ ɾ ə
plegats	p l ə ɣ 'a t s
plegat	p l ə ɣ 'a t
plegades	p l ə ɣ 'a ð ə s
plata	p l 'a t ə
plaques	p l 'a k ə s
planxar	p l ə n ʃ 'a
planteja	p l ə n t 'ɛ ʒ ə
pixels	p i ʃ 'ɛ l s
pitjors	p i d ʒ 'o s
pintors	p i n t 'o s
pintats	p i n t 'a t s
pila	p 'i l ə
pijama	p i ʒ 'a m ə
peticions	p ə t i s i 'o n s
pestanyes	p ə s t 'a ɲ ə s
pesos	p 'ɛ z u s
pertany	p ə r t 'a ɲ
perspectiva	p ə r s p ə k t 'i β ə
perruqueria	p ə r u k ə ɾ 'i ə
permetria	p ə r m ə t ɾ 'i ə
permetia	p ə r m ə t 'i ə
perillós	p ə ɾ i ʎ 'o s
perillosa	p ə ɾ i ʎ 'o z ə
perenne	p ə ɾ 'ɛ n n ə
pensions	p ə n s i 'o n s
pensar-hi	p ə n s 'a ɾ i
penjat	p ə n ʒ 'a t
penja	p 'e n ʒ ə
pengi	p 'e n ʒ i
pengen	p 'e n ʒ ə n
penetrant	p ə n ə t ɾ 'a n
penes	p 'ɛ n ə s
peixatera	p ə ʃ ə t 'e ɾ ə
pedagògic	p ə ð ə ɣ 'ɔ ʒ i k
patró	p ə t ɾ 'o
patis	p 'a t i s
patia	p ə t 'i ə
passo	p 'a s u
passegen	p ə s 'ɛ ʒ ə n
passaport	p ə s ə p 'ɔ r t
passades	p ə s 'a ð ə s
partits	p ə r t 'i t s
participen	p ə r t i s 'i p ə n
participants	p ə r t i s i p 'a n s
parlamentari	p ə r l ə m ə n t 'a ɾ i
parisencs	p ə ɾ i z 'ɛ ŋ s
paradís	p ə ɾ ə ð 'i s
paquet	p ə k 'ɛ t
palla	p 'a ʎ ə
palauet	p ə l ə w 'ɛ t
paguen	p 'a ɣ ə n
pagar-los	p ə ɣ 'a r l u s
pacientment	p ə s i ə m m 'e n
origen	u ɾ 'i ʒ ə n
operaris	u p ə ɾ 'a ɾ i s
omplert	u m p l 'ɛ r t
omple	'o m p l ə
ombres	'o m b ɾ ə s
oliosos	u l i 'o z u s
oficis	u f 'i s i s
oficines	u f i s 'i n ə s
ocupen	u k 'u p ə n
obté	u p t 'e
obtinguts	u p t i ŋ g 'u t s
obtingut	u p t i ŋ g 'u t
obrir-se	u β ɾ 'i r s ə
obrim	u β ɾ 'i m
obria	u β ɾ 'i ə
obligats	u β l i ɣ 'a t s
obertura	u β ə r t 'u ɾ ə
nòmina	n 'ɔ m i n ə
nét	n 'e t
nuca	n 'u k ə
novè	n u β 'ɛ
notat	n u t 'a t
nombres	n 'ɔ m b ɾ ə s
nocions	n u s i 'o n s
ninetes	n i n 'ɛ t ə s
nines	n 'i n ə s
net	n 'ɛ t
neguit	n ə ɣ 'i t
negociar	n ə ɣ u s i 'a
negativa	n ə ɣ ə t 'i β ə
necessiten	n ə s ə s 'i t ə n
necessitem	n ə s ə s i t 'ɛ m
necessitats	n ə s ə s i t 'a t s
necessitar	n ə s ə s i t 'a
narració	n ə r ə s i 'o
naixement	n ə ʃ ə m 'e n
n'estava	n ə s t 'a β ə
mòdul	m 'ɔ ð u l
mínimes	m 'i n i m ə s
mínima	m 'i n i m ə
mèdica	m 'ɛ ð i k ə
mutant	m u t 'a n
mutació	m u t ə s i 'o
musicals	m u z i k 'a l s
motors	m u t 'o r s
motivava	m u t i β 'a β ə
motivat	m u t i β 'a t
moriran	m u ɾ i ɾ 'a n
morfosintàctics	m u r f u z i n t 'a k t i k s
morena	m u ɾ 'ɛ n ə
monotonia	m u n u t u n 'i ə
monitoritza	m u n i t u ɾ 'i d z ə
mongetes	m u n ʒ 'ɛ t ə s
molla	m 'ɔ ʎ ə
molinet	m u l i n 'ɛ t
molestar	m u l ə s t 'a
mocar-se	m u k 'a r s ə
mobles	m 'ɔ b b l ə s
mobiliari	m u β i l i 'a ɾ i
mitjanes	m i d ʒ 'a n ə s
misèria	m i z 'ɛ ɾ i ə
misteriosa	m i s t ə ɾ i 'o z ə
miri	m 'i ɾ i
mirem	m i ɾ 'ɛ m
miraves	m i ɾ 'a β ə s
minúscules	m i n 'u s k u l ə s
minúscula	m i n 'u s k u l ə
mili	m 'i l i
mesurar	m ə z u ɾ 'a
mercaderies	m ə r k ə ð ə ɾ 'i ə s
mercadeig	m ə r k ə ð 'ɛ t ʃ
meravellosos	m ə ɾ ə β ə ʎ 'o z u s
mentals	m ə n t 'a l s
menjada	m ə n ʒ 'a ð ə
mengen	m 'e n ʒ ə n
mel	m 'ɛ l
megues	m 'ɛ ɣ ə s
mecenes	m ə s 'ɛ n ə s
matrimoni	m ə t ɾ i m 'ɔ n i
matolls	m ə t 'o ʎ s
matança	m ə t 'a n s ə
massatges	m ə s 'a d ʒ ə s
massacre	m ə s 'a k ɾ ə
mascota	m ə s k 'ɔ t ə
mascle	m 'a s k l ə
marxo	m 'a r ʃ u
marxin	m 'a r ʃ i n
marxem	m ə r ʃ 'ɛ m
marines	m ə ɾ 'i n ə s
mareig	m ə ɾ 'ɛ t ʃ
mandra	m 'a n d ɾ ə
mana	m 'a n ə
malvat	m ə l β 'a t
mals	m 'a l s
majestuosos	m ə ʒ ə s t u 'o z u s
maduixes	m ə ð 'u ʃ ə s
maco	m 'a k u
macarrons	m ə k ə r 'o n s
m'és	m 'e s
m'interessa	m i n t ə ɾ 'ɛ s ə
m'està	m ə s t 'a
m'estiro	m ə s t 'i ɾ u
m'era	m 'e ɾ ə
m'envoltava	m ə m b u l t 'a β ə
m'anava	m ə n 'a β ə
lògics	l 'ɔ ʒ i k s
luxe	l 'u k s ə
llunyà	ʎ u ɲ 'a
lluitava	ʎ u j t 'a β ə
llueix	ʎ u 'ɛ ʃ
llosa	ʎ 'ɔ z ə
llogar	ʎ u ɣ 'a
llisos	ʎ 'i z u s
lletjota	ʎ ə d ʒ 'ɔ t ə
lletja	ʎ 'e d ʒ ə
lleons	ʎ ə 'o n s
lleig	ʎ 'e t ʃ
llavor	ʎ ə β 'o
llançament	ʎ ə n s ə m 'e n
llampant	ʎ ə m p 'a n
llaminadures	ʎ ə m i n ə ð 'u ɾ ə s
lires	l 'i ɾ ə s
lexicosemàntics	l ə k s i k u z ə m 'a n t i k s
lent	l 'e n
lavabos	l ə β 'a β u s
l'ortografia	l u r t u ɣ ɾ ə f 'i ə
l'oportunitat	l u p u r t u n i t 'a t
l'inici	l i n 'i s i
l'hortet	l u r t 'ɛ t
l'hagués	l ə ɣ 'e s
l'explotació	l ə k s p l u t ə s i 'o
l'experiència	l ə k s p ə ɾ i 'ɛ n s i ə
l'excepció	l ə k s ə p s i 'o
l'estalvi	l ə s t 'a l β i
l'esperança	l ə s p ə ɾ 'a n s ə
l'escena	l ə s 'ɛ n ə
l'escarabat	l ə s k ə ɾ ə β 'a t
l'escalfor	l ə s k ə l f 'o
l'entorn	l ə n t 'o r n
l'engany	l ə ŋ g 'a ɲ
l'avinguda	l ə β i ŋ g 'u ð ə
l'avaluació	l ə β ə l u ə s i 'o
l'aparició	l ə p ə ɾ i s i 'o
l'aparença	l ə p ə ɾ 'ɛ n s ə
l'aparell	l ə p ə ɾ 'ɛ ʎ
l'ansietat	l ə n s i ə t 'a t
l'anomenat	l ə n u m ə n 'a t
l'ampliació	l ə m p l i ə s i 'o
l'amic	l ə m 'i k
l'alimentació	l ə l i m ə n t ə s i 'o
l'ajut	l ə ʒ 'u t
l'agència	l ə ʒ 'ɛ n s i ə
l'agost	l ə ɣ 'o s t
l'agafa	l ə ɣ 'a f ə
l'actitud	l ə k t i t 'u t
l'IVA	l 'i β ə
l'Homo	l 'ɔ m u
l'Església	l ə z ɣ l 'e z i ə
l'Alta	l 'a l t ə
kafkianes	k ə f k i 'a n ə s
jutges	ʒ 'u d ʒ ə s
juguen	ʒ 'u ɣ ə n
jugaven	ʒ u ɣ 'a β ə n
juga	ʒ 'u ɣ ə
joveneta	ʒ u β ə n 'ɛ t ə
jornades	ʒ u r n 'a ð ə s
jaqueta	ʒ ə k 'ɛ t ə
jaciments	ʒ ə s i m 'e n s
italians	i t ə l i 'a n s
irreal	i r e 'a l
investigar	i m b ə s t i ɣ 'a
intueixo	i n t u 'ɛ ʃ u
intimidar	i n t i m i ð 'a
interpretacions	i n t ə r p ɾ ə t ə s i 'o n s
intermèdies	i n t ə r m 'ɛ ð i ə s
intermediari	i n t ə r m ə ð i 'a ɾ i
interiors	i n t ə ɾ i 'o r s
interfície	i n t ə r f 'i s i ə
intent	i n t 'e n
integrants	i n t ə ɣ ɾ 'a n s
institut	i n s t i t 'u t
instantània	i n s t ə n t 'a n i ə
insomni	i n s 'ɔ m n i
inseparables	i n s ə p ə ɾ 'a b b l ə s
inquiet	i ŋ k i 'e t
individuals	i n d i β i ð u 'a l s
individual	i n d i β i ð u 'a l
individu	i n d i β 'i ð u
incòmode	i ŋ k 'ɔ m u ð ə
incòmoda	i ŋ k 'ɔ m u ð ə
incògnites	i ŋ k 'ɔ g n i t ə s
incorrecte	i ŋ k u r 'ɛ k t ə
incorporar	i ŋ k u r p u ɾ 'a
incompleta	i ŋ k u m p l 'ɛ t ə
inclús	i ŋ k l 'u s
incloses	i ŋ k l 'o z ə s
inclinar	i ŋ k l i n 'a
incapaç	i ŋ k ə p 'a s
imputen	i m p 'u t ə n
impressores	i m p ɾ ə s 'o ɾ ə s
impressora	i m p ɾ ə s 'o ɾ ə
impressió	i m p ɾ ə s i 'o
imprescindible	i m p ɾ ə s i n d 'i b b l ə
importava	i m p u r t 'a β ə
importar	i m p u r t 'a
immobiliàries	i m m u β i l i 'a ɾ i ə s
immigrants	i m m i ɣ ɾ 'a n s
immigració	i m m i ɣ ɾ ə s i 'o
immensitat	i m m ə n s i t 'a t
immenses	i m m 'ɛ n s ə s
immensa	i m m 'ɛ n s ə
imagina	i m ə ʒ 'i n ə
idèntica	i ð 'ɛ n t i k ə
identificar	i ð ə n t i f i k 'a
identificacions	i ð ə n t i f i k ə s i 'o n s
ideals	i ð e 'a l s
hàbits	'a β i t s
horitzontals	u ɾ i d z u n t 'a l s
higiene	i ʒ i 'ɛ n ə
hectòmetres	ə k t 'ɔ m ə t ɾ ə s
havies	ə β 'i ə s
haver-la	ə β 'ɛ r l ə
haver-hi	ə β 'ɛ ɾ i
habituals	ə β i t u 'a l s
ha	'a
guionista	g i u n 'i s t ə
guinyols	g i ɲ 'ɔ l s
guiava	g i 'a β ə
guanyador	g w ə ɲ ə ð 'o
guants	g w 'a n s
gràcia	g ɾ 'a s i ə
gruix	g ɾ 'u ʃ
grisa	g ɾ 'i z ə
grecs	g ɾ 'e k s
grec	g ɾ 'e k
gravats	g ɾ ə β 'a t s
gravarem	g ɾ ə β ə ɾ 'ɛ m
gravada	g ɾ ə β 'a ð ə
gratuïts	g ɾ ə t u 'i t s
granotes	g ɾ ə n 'ɔ t ə s
granota	g ɾ ə n 'ɔ t ə
granet	g ɾ ə n 'ɛ t
grandiosa	g ɾ ə n d i 'o z ə
golfes	g 'o l f ə s
globus	g l 'ɔ β u s
giro	ʒ 'i ɾ u
girava	ʒ i ɾ 'a β ə
gira	ʒ 'i ɾ ə
gimnàs	ʒ i m n 'a s
gespa	ʒ 'e s p ə
germanor	ʒ ə r m ə n 'o
generosa	ʒ ə n ə ɾ 'o z ə
gatets	g ə t 'ɛ t s
gastronòmica	g ə s t ɾ u n 'ɔ m i k ə
gasoil	g ə z 'ɔ j l
ganyotes	g ə ɲ 'ɔ t ə s
ganivet	g ə n i β 'ɛ t
fònics	f 'ɔ n i k s
físics	f 'i z i k s
fàstic	f 'a s t i k
fundació	f u n d ə s i 'o
funcionava	f u n s i u n 'a β ə
full	f 'u ʎ
fugit	f u ʒ 'i t
fugia	f u ʒ 'i ə
fugen	f 'u ʒ ə n
fugaç	f u ɣ 'a s
fràgil	f ɾ 'a ʒ i l
fronts	f ɾ 'o n s
fronteres	f ɾ u n t 'e ɾ ə s
frivolitat	f ɾ i β u l i t 'a t
frescos	f ɾ 'ɛ s k u s
freqüències	f ɾ ə k w 'ɛ n s i ə s
freqüència	f ɾ ə k w 'ɛ n s i ə
frego	f ɾ 'ɛ ɣ u
freds	f ɾ 'ɛ t s
franja	f ɾ 'a n ʒ ə
francesos	f ɾ ə n s 'ɛ z u s
fragments	f ɾ ə g m 'e n s
fotre	f 'o t ɾ ə
fotran	f u t ɾ 'a n
fotem	f u t 'ɛ m
foscor	f u s k 'o
forçar	f u r s 'a
formant	f u r m 'a n
formals	f u r m 'a l s
folre	f 'o l r ə
focs	f 'ɔ k s
flux	f l 'u k s
florins	f l u ɾ 'i n s
fixarem	f i k s ə ɾ 'ɛ m
fissura	f i s 'u ɾ ə
fiscals	f i s k 'a l s
finances	f i n 'a n s ə s
finalitat	f i n ə l i t 'a t
filtres	f 'i l t ɾ ə s
filet	f i l 'ɛ t
figuretes	f i ɣ u ɾ 'ɛ t ə s
ficar	f i k 'a
fetes	f 'e t ə s
ferroviària	f ə r u β i 'a ɾ i ə
fer-ne	f 'e r n ə
fer-la	f 'e r l ə
fem-ho	f 'ɛ m u
feixuga	f ə ʃ 'u ɣ ə
federalisme	f ə ð ə ɾ ə l 'i z m ə
feblesa	f ə b b l 'ɛ z ə
façana	f ə s 'a n ə
fastigosos	f ə s t i ɣ 'o z u s
fastigosa	f ə s t i ɣ 'o z ə
farcit	f ə r s 'i t
fantàstic	f ə n t 'a s t i k
fantasmes	f ə n t 'a z m ə s
fama	f 'a m ə
faltes	f 'a l t ə s
facis	f 'a s i s
extrem	ə k s t ɾ 'e m
extraïbles	ə k s t ɾ ə 'i b b l ə s
externa	ə k s t 'ɛ r n ə
exposar	ə k s p u z 'a
expliqués	ə k s p l i k 'e s
expliqui	ə k s p l 'i k i
explicarà	ə k s p l i k ə ɾ 'a
explicarem	ə k s p l i k ə ɾ 'ɛ m
explicar-li	ə k s p l i k 'a r l i
existeixo	ə g z i s t 'ɛ ʃ u
exempts	ə g z 'e m t s
exclama	ə k s k l 'a m ə
excepte	ə k s 'e p t ə
excepció	ə k s ə p s i 'o
evolucionar	ə β u l u s i u n 'a
etiquetes	ə t i k 'ɛ t ə s
estètica	ə s t 'ɛ t i k ə
estàndard	ə s t 'a n d ə r t
esturions	ə s t u ɾ i 'o n s
estudien	ə s t u ð 'i ə n
estructura	ə s t ɾ u k t 'u ɾ ə
estret	ə s t ɾ 'ɛ t
estrena	ə s t ɾ 'ɛ n ə
estranyesa	ə s t ɾ ə ɲ 'ɛ z ə
estirat	ə s t i ɾ 'a t
estimat	ə s t i m 'a t
estimar	ə s t i m 'a
estiguis	ə s t 'i ɣ i s
estesa	ə s t 'ɛ z ə
estar-hi	ə s t 'a ɾ i
